,customer_unique_id,segment,review_score,review_comment_title,review_comment_message
46985,eb62341c2e0d1a6159704f1137e235fe,Potential Loyalist,1,Decepcionada,"O produto chegou quebrado, a caixa estava como se tivesse sido aberta diversas vezes!"
46884,197572fc8f1878d0a94195ac840dd947,Potential Loyalist,1,Não recomendo,Quando irá ser entregue:????
46675,32e3357880db81aeae23bae1337c6e63,Potential Loyalist,2,Decepcionou um pouco,Se eu não fosse tão fanático pediria meu dinheiro de volta..Cores fracas e apagadas..a imagem ficou boa..mas as cores são fracas e apagadas...
46811,fdfc9e2e8e67be832f8ef6ca4e0f2be7,Potential Loyalist,2,Demora na entrega,Demora na entrega
46815,5d227535a37382849a9807bfc7c31fc9,Potential Loyalist,1,Produto com avarias,Recebi o smartphone faltando componentes na caixa e com a lente da camera traseira arranhada. Parece que o produto já foi usado. Após mais de trinta dias de espera o produto vem em péssimas condições.
45815,4af357f97cd86fcf18dcad50c1fd5bbe,Potential Loyalist,1,0,
45833,0117fb2675e2936a2e96dee22e8c992b,Potential Loyalist,1,Atraso Entrega ,A entrega ainda não foi efetuada. 
45884,a689fe2b66cd8b68f8eb95a9c0e44cb9,Potential Loyalist,1,Entrega nao feita,O pedido esta como se fosse entregue mais nao recebi nada
45812,8fbed3a01c5bb83fc9bbdf640988246c,Potential Loyalist,1,Pedido incompleto ,"Eu comprei um kit de 4 pneus e só veio 2 pneus.Eu quero saber o que vai ser? vocês vão me mandar o restante dos pneus, ou vão devolver meu dinheiro? 
Eu já tinha mandado um email, mas não me responde"
45806,62dc0e1f66a434f20e9163e02e7fe224,Potential Loyalist,1,A pelicula nao chegou,
45667,83a3886cb41ed582d01f35cefc123e5d,Potential Loyalist,2,mediana,o produto foi entregue com atraso
45700,2be7d578854588f75b1922cf7627e1be,Potential Loyalist,2,Descrição incompleta,"No anúncio não diz o tipo de gás para utilização, e infelizmente o que chegou não é o que eu preciso. Como a compra é por empresa parceira, tu não tem contato com eles. Tenho que devolver."
45752,d32f60c918b1433e64d5981961571163,Potential Loyalist,2,talvez,"Quanto a compra faltou a opção da fragrância , pois eu tinha interesse era no almíscar, no mais o que veio perde a fixação."
45758,5b788595ca5779d3a7c1e86834fe2e07,Potential Loyalist,1,encomenda,so recebi um falta dois jogos ainda 
45765,8fc36b27f5126ceace8c8c2b659d29d9,Potential Loyalist,2,Produto de na qualidade ,"Recebi a película e ela veio toda lacrada, porém no momento de colocá-la estava com problemas, riscos na tela e falta de cola em torno, ou seja, produto de má qualidade. "
45779,ec7d40c66edb9281d1d9d58d6a974fac,Potential Loyalist,2,Produto não condiz ,"Produto comprado foi Moringa em cápsulas, a qual, já fazia uso porém de farmácia de manipulação local. Este que comprei agora não faz efeito algum."
46204,915c0f70278a02ac026344f1ea994ec3,Potential Loyalist,1,Produto chegou quebrado,Produto chegou quebrado e não consigo realizar a troca pelo site da loja.
46221,4b101954db3feefb548a8ff578bb986b,Potential Loyalist,1,RECOMENDO,SOMENTE 1 PRODUTO MEU CHEGOU GOSTARIA DE SABER DO OUTRO
46228,1a84bb2f089e3c719176f7cb5648276c,Potential Loyalist,1,Ruim,Sempre comprei nas lannister é essa foi a primeira vez q comprei e não recebi a mercadoria
45939,cd072dfd9add114eaae663268aaf07eb,Potential Loyalist,1,Está faltando uma cadeira,"Não recomendo, além da demora para entregar, chegou apenas uma cadeira, sendo que foi paga 2. 
Gostaria de saber, se posso abrir um processo, ou irão enviar a outra cadeira?"
46324,79e12483f9b14c3254db94bd137a4b70,Potential Loyalist,1,Produto veio errado,"Gostaria de saber sobre a devolução do produto,pois informaram que seria 48 horas pra confirmar a devolução e até o momento nada."
46114,92bd848b73f8ca45c131e67b06d526b8,Potential Loyalist,1,ATRASO NA ENTREGA,"COMO DAR MINHA OPINIÃO?????
NÃO RECEBI O PRODUTO ISSO JÁ É UMA MANEIRA DE SABER QUE ESTOU TOTALMENTE INSATISFEITA E IRRITADA.
QUERO SABER QUAL SERÁ A PROVIDÊNCIA???? "
46049,5a4ac8dc137c5010a2845fc89f2ccd67,Potential Loyalist,1,Bonito só na foto,As funções dele é meramente ilustrativa não funcionam apenas a hora
47975,779069c1936428d7f521e4c1b8f958de,Potential Loyalist,1,incompleto,"Recebi apenas um dos itens do pedido, o segundo item ""Jogo de Lençol Buettner Queen Malha 200 Cipestre Marinho"" não foi entregue. Estou aguardando reposta da loja."
47045,167598f3b3a218d8e76d71ee3f1fb6fd,Potential Loyalist,2,NAO RECOMENDO,O PRODUTO FOI ENTREGUE POREM FALTANDO PARA AS 2 CADEIRAS A PEÇA FLANGE ASSIM IMPOSSIBILITANDO A MONTAGEM DO MESMO.
47767,aa569d38e2a2aa9e81f3baae41fa4c31,Potential Loyalist,1,Não compre com essa loja,"Boa tarde
O produto que comprei não chegou! Chegou somente a nota fiscal pelo correio. Absurdo!!!
Minha sobrinha recebeu dos correios um envelope endereçado a mim, quando abri só tinha a nota fiscal"
47777,48f0d48d1c701b6b100673a5e7666581,Potential Loyalist,1,Me mandaram outro produto,Comprei o produto de uma cor e me enviaram de outra cor.
47789,db1b1fac87eb5c686792555f51ae2569,Potential Loyalist,1,trocaram a serie da bonec,"Olá boa tarde
n veio a boneca serie 2 e sim a serie 3"
48311,849438bd973d9af25c6166b85106929d,Potential Loyalist,1,não recomendo,"Boa noite, o produto veio com defeito, em uma hora de uso percebi que um dos botões não estava mais no relógio (soltou), muito frágil, led AM não esta acendendo, os números 7 e 8 acendem juntos"
48317,7a577d2d68150121d950fe55510af83f,Potential Loyalist,2,Película para camera,"Não foi entregue!,,"
48019,5b15fc4c03e0cbf91ec544e8ef531614,Potential Loyalist,1,Falta de compromisso,"Solicito o estorno do pagamento no cartão de crédito,pela falta de entrega do produto."
48404,d76b4e4b519bf38c5b062a295edc946b,Potential Loyalist,2,Produto com defeito,produto com defeito
48235,a84c66f0dfe1c902786511eee2c7a74a,Potential Loyalist,1,Produto Horrível ,"A capinha veio completamente danificada e rasurada, com os cantos rasgados e toda defeituosa, a película não encaixou corretamente na tela, ficou menor, os dois produtos horríveis. "
48232,aa7f5c2ed901ed8a70b55492f7d2b041,Potential Loyalist,1,Pedido não veio correto,"Acho que deveria explicar melhor o que está sendo oferecido, para que o consumidor não tenha duvidas na Hora da compra. 
Pedi k1 que tem os nomes no fone de ouvido e veio kb1 que não vem."
48020,b6a179f976ac672e4e24bc0b4379f8f2,Potential Loyalist,1,comprei enganada,"Não fazia a menor ideia que toalha social era o mesmo q toalha de mão, aff"
48088,73bb26a904faa09c298db6deb320c15f,Potential Loyalist,1,Comprei 2 quantidades,"Bom dia, comprei 2 quantidades do produto e me entregaram somente 1. 
Preciso que entreguem a outra por favor"
48095,a80153762f273240190493c26154bd87,Potential Loyalist,1,Não recebi a colcha Fanta,Foi me enviado apenas um dos itens. A colcha Fantasy roxa não foi enviada.
48184,dc26b768287e86bb3ac6eb3b5aa6c078,Potential Loyalist,2,Produto com Defeito,"O produto adquirido não pode ser utilizado, o mesmo apresentou problemas de montagem, Aguardando a troca do produto....."
47225,c4c35b9d3d1e2564334d3154ff7d28a5,Potential Loyalist,1, voltagem errada,Realizei a compra de um secador na voltagem de 220v. Recebi um na voltagem de 127v.No momento da troca n havia disponível no 220.Por este motivo quero meu dinheiro de volta.
47258,df16ebe187653747ab50f3503a514255,Potential Loyalist,1,Não recebi os dois produt,Recebi apenas 1 perfume (perfume H2O). O perfume Ototemo NÃO recebi ainda. Estou preocupada pois no pedido consta que recebi dois perfumes!!!
47260,3e1427e37d817261096f932d24533e57,Potential Loyalist,2,Desfavorável !!!,Achamos desfavorável pagar por um frete é ter o desconforto de buscar na agência dos Correios .
47361,39cdaeada25d8130a121c1f70f70c25f,Potential Loyalist,1,Você paga 2 e recebe 1,"ROUBO! Na nota fiscal são 2 unidades mas no embrulho vem apenas UMA.
Querem cobrar sem entregar?"
47098,707b87c1e4c55db9467d934c3b18ab5e,Potential Loyalist,2,Receb,
47143,05c5a0912e201b4702af1f2c46a1c695,Potential Loyalist,1,Produto não entregue ,"Não recebi o produto e não tive nenhuma satisfação da empresa e no status consta como entregue, sempre comprei pela sub e nuca nunca tive esse tipo de problema, MUITO INSATISFEITA, quero meu dinheiro "
47608,564c03a40766b9b404572658fb74524d,Potential Loyalist,1,Não recomendo,Sem comentários.
47389,12a841021b037fbe7d3c859e776ddb8b,Potential Loyalist,1,Produto alterado,"A placa não é nova, foi alterada e não funciona. Estou muito insatisfeita com a loja lannister, pois o produto veio do mercado livre. 
Quero meu dinheiro de volta."
47654,6e78e4c50eb9d01d0ff6aed4c2ada2d5,Potential Loyalist,1,Péssimo sist. Entrega!,
47397,44c321f7e47e5e46dd08da79f48c511b,Potential Loyalist,1,propaganda enganosa,no site imagem de 120 capsulas recebi 60 capsulas
47415,f9ac9d674ba2b542a6b9491820388c7a,Potential Loyalist,1,Produto incompleto,"Não entendi, o pedido foi de três unidades, e veio apenas uma. Gostaria de uma explicação, ou o dinheiro de volta. Ainda recomento a loja porque foi a primeira vez que isso aconteceu. Obrigado."
47419,b86f5690937f1eaf13acb19488d34b8a,Potential Loyalist,1,Não recebi.,Boa noite. Preciso de uma posição da baratheon sobre o Meu pedido. Ou o estorno no meu cartão ja que o produto não foi entregue.
47454,9d8a7120b6caaa362e8fd0232d78f6cd,Potential Loyalist,1,Não recomendo,O produto chegou sem problemas. Mas ele não é o que esta sendo dito. Sua tabela nutricional é enganosa e o produto adulterado! Não é whey protein isolado!
47494,364cd8a1b36e7aeadf24976a3e7a0702,Potential Loyalist,1,Péssimo! Produto errado,"Demorou para chegar e não veio o produto que comprei. Produto mau embalado, Produto errado e NF dentro do produto em nome de outra pessoa. Péssimo! Quero meu dinheiro de volta!"
47514,79b372d20104692646f638bc3c695561,Potential Loyalist,2,Entrega rapida,"Na capa do produto tem um labrador sentado.
Não cabe nem a pata do labrador! Imagem engana bem."
74723,09f0e1aef2fa8134f784f8097f154585,Potential Loyalist,2,Pedido com 10 toalhas,Não recebi ainda esse pedido
74785,72799f01f52029adc1aae6d1388cca39,Potential Loyalist,1,Produto defeito,Não está funcionando o produto
74815,2b6e3f29a6dea0501566fb1127e48529,Potential Loyalist,1,Não recebi,O produto ainda ainda não foi entregue.
74819,288e46708730f4af31b2d37e265fbbc9,Potential Loyalist,1,Entrega Parcial.,Efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade. Aguardando tratativa.
74827,fe6140b314b10517d57a456367eafc1f,Potential Loyalist,1,Muito fraca ,Acho muito fraca está loja. 
74605,fced0ca327bb1e241ad08e7311f169fc,Potential Loyalist,1,Produto diferente do que ,O produto recebido é diferente do especificado no site.
74634,e27def83fca14e64279e3a053a0e0924,Potential Loyalist,1,não recomendo,O jogo de cama imperial lençol king 4 peças não veio.
74649,dbbcd905c42298eac4e1ac99a627448c,Potential Loyalist,1,nao funciona telefones,"produto nao funciona,, nao consegui entrar conta por telefone da empresa que me vendeu, fala telefone nao existente. estragou minha impressora o produto q foi me vendido."
74846,330ca5e049b32835732e86fdf8402418,Potential Loyalist,2,inconclusiva,"Não recebi ainda os produtos por incompetência dos correios, não tem como avaliar da maneira que vocês pediram. Acho que vocês deveriam mudar a pesquisa. Tipo: se não, Porque?"
75048,0cbbf3f98b1a4228850f2a203ed634a3,Potential Loyalist,1,Pedido entregue errado.,Fiz uma compra de um produto e recebi outro produto.
75050,3a4924330759a187dda85d9e9780ab22,Potential Loyalist,1,Não recebi o meu produto.,"Eu, já paguei e até o momento não recebi o produto, estou aguardando, disseram que chegaria até 26/04/18 , mas até o momento nada da entrega."
74916,1d7766582770dc18294a2698970c3dd3,Potential Loyalist,2,**,"eu que retirei no correio, eu paguei o carreto e não me entregarão. Não gostei da atitude."
74940,e6ecf8f816d5aa381b49e989645c9471,Potential Loyalist,1,Chateado,Sim é um sistema interessante de compra porém com algumas situações negativas gostaria de registrar minha insatisfação com relação a compra de uma torre de chopp que me enviaram errado 
74941,f986c4da4f0520a33d986926c6da73bc,Potential Loyalist,1,Não recomendaria,"Pedi 2 produtos iguais.. Vieram corretamente, porém um dos produtos veio sujo, sem o plástico na escovinha de limpeza, como se alguém já tivesse manipulado/ usado. Fiquei bem descontente com esse fato"
74963,cb67cd8bfb8891a21073a0c0ca40e6c1,Potential Loyalist,1,Zero,"Não recebi o produto, sendo que o valor já foi pago!!! Totalmente insatisfeito."
74580,92c661ade97ce3bd31ae6d1da2b65eb4,Potential Loyalist,2,Avarias esteticas,"Entrega rápida, porem todas as panelas vieram arranhadas nas laterais, a panela de pressão na primeira utilização soltou tinta, elas não são ruins.Pediria troca se não tivesse doado as minhas antigas."
73946,bb152cc752d514fad69ba95da9c19a46,Potential Loyalist,1,ainda n recebi,o produto ainda n chegou a minha residencia e ja esta com alguns dias de atraso na entrega.
74087,2c9c8443555c879ffeb2de737fb91d74,Potential Loyalist,2,ENTREGA PARCIAL PRODUTO,"CONFORME PEDIDO E NF 021385 DA AMANDINI FORAM COMPRADOS 03 PENDENTES PORÉM O CORREIO SÓ ENTREGOU 02 PENDENTES.
FAVOR ENVIAR 01 PENDENTE O MAIS RÁPIDO POSSIVEL PARA INSTALAÇÃO DO MESMO."
74106,772ffd765af49e973bc0666eac6ec854,Potential Loyalist,1,até hj n recebi o produto,n chegou
74574,39d7229ec5fb17788c6e0ef78569affc,Potential Loyalist,1,Produto com defeito,Recebi o produto com defeito e estou aguardando a resposta do fornecedor do que devo fazer....
73818,4a18e88621a98304f29d894bba1ec1a6,Potential Loyalist,1,Estou avaliando Americana,Recebi o produto errado. Não aceitaram a troca pelo produto correto. Comprei na lannister. A responsabilidade é de vocês. Quero meu dinheiro de volta de imediato.
73821,8cc552ee9ad72129a85b102a7781ac75,Potential Loyalist,1,Regular ,
73872,094b16a7db3cef4fbf754847600a2692,Potential Loyalist,2,RECOMENDO,Recebi o produto faltando 02 (duas) luminárias
74452,09a4585e0aedc471417a89c6e4ec1a73,Potential Loyalist,1,Horrível ,O produto é desproporcional e de péssima qualidade. Não acredito que uma instituição com um nome desses se queime por tão pouco. Só não entro com pedido de devolução pra evitar desgastes.
74528,6567ecb9d5b5a37f19bbeb5fb1972fef,Potential Loyalist,1,Produto não recebido,"Olá!
Ainda não recebi o produto e o prazo informa para entrega seria para dia 04.06.2018, mais até o momento nada......"
74289,3c6c168ccb2f42f67e2d392bb04d8a6c,Potential Loyalist,1,Ruim,Recebi somente 1 unidade
74317,e565b42507b50ecf88a9c6c1272940c4,Potential Loyalist,1,não recomendo,"minha película de vidro chegou toda trincada! preciso de uma inteira, "
74339,6a8a24e593bae849d77f65cae0afd180,Potential Loyalist,1,Produto errado,"Apesar de falar que o cooler era compativel com o meu purificador na descricao do anuncio, NAO É.

Tive que devolver. Ou seja, esperei a toa."
74373,faf67caa1cf9020d82b7479672ffe66e,Potential Loyalist,1,ruim,nao recebi o relogio de parede
76187,c75faed9d836e194e6794d9471b8d1a2,Potential Loyalist,2,muito demorado,"Provavelmente evitarei comprar novamente, pois a demora na entrega é muito grande."
76193,57e8d047ad2beffb5ba6943bc16a5fb5,Potential Loyalist,1,Não recomendo negociar,"Não entregou o produto, nota fiscal emitida em nome de outra pessoa com outro produto. Cancelou a entrega do produto por conta propria"
76206,4423ebd2c7b14e34ce996d757895bd3f,Potential Loyalist,1,Produto chegou quebrado.,"Simplesmente assim, uma taca veio quebrada, tentei ver a substituição e o produto náo está mais disponível e pronto. Nao quero ficar sem 5 tacas, so quero receber uma pela quebrada."
76219,5ff3b50583f44ecf55b7e7f704ca97bd,Potential Loyalist,1,Esperando,"Estou aguardando a dupla de quadros, pois so foram entregues as cortinas!! Apos receber, altero minha avaliação!!!"
76269,bcb745c59d24efb6a0da4d264a596996,Potential Loyalist,2,Produto com defeito,"A mascara veio com um pequeno defeito na estampa como se tivesse derretido, so não devolverei porque se trata de um presente
Que a loja confira os produtos da próxima vez antes de envia a seus client"
76179,eddba05db6ae8725c310dbdd83258fad,Potential Loyalist,2,Preciso da nota fiscal,O produto foi entregue correto mas faltou a nota fiscal gostaria que me enviasse a nota fiscal deste produto.
75947,a247a15216fff8c0dfde06ecdc550388,Potential Loyalist,1,Entrega pela metade.,"Comprei um whey protein e uma creatina e somente o whey foi entregue, já tem uma semana que o whey foi entregue e nenhuma satisfação da loja foi dada, e nem responderam a mensagem que eu enviei."
75992,a557b2d4e2a88cc6ae5e9dc6158d895a,Potential Loyalist,2,Vou avaliar na instalação,O produto ainda não foi instalado
76032,f41d536fced5c1203d8a07ef09cf823c,Potential Loyalist,2,dúvida sobre luminária,"Não recebi o Kit ainda das tres luminárias. Sabem me informar, por favor, o status. Obrigada,"
76052,f73d2c886388115bc41ee9cf86e651d1,Potential Loyalist,1,omprei 2 paguei 2 receb1,"boa tarde, efetuada a compra de 2 cartuchos, porém só recebemos 1. Já efetuei uma reclamação e nada foi feito.
Favor verificar urgente, para que o pagamento não seja cancelado."
76068,6fcc1fbcfb53492479620eced99b191c,Potential Loyalist,1,Produto diferente do que ,Comprei um modelo de relógio e acabei de receber outro produto 
76426,04b591095aa3118bcae593d38d3bff9e,Potential Loyalist,1,Falta de responsabilidade,Não esperava que as lannister se associasse com empresas que não cumprem com a pontualidade e o compromisso feito. Estou profundamente desapontada.
76435,d684009afd7d174712f30b1fe0bf0a9a,Potential Loyalist,2,Confuso ,"Fiz um pedido e veio outro modelo.
Deixa a desejar um pouco a interesse do consumidor precisei entrar em contado com o site não consigo "
76447,8a90c3e2b92d45ef07713a65eaddb41e,Potential Loyalist,1,Ausência de informação ,"Ausência de informação sobre o produto induz à compra incorreta. Com a ausência de informação sobre tamanho da camiseta induz a pensar que seja tamanho único. O produto recebido no entanto, era P."
76448,eafe8d761cfa4c5351e1e528cceca207,Potential Loyalist,1,o produto nao funciona,"Mandaram o relógio, ao chegar observei que estava parado.
Conclusão :
Mandaram produto quebrado.
"
76454,4d7b6c39aa3c7b53acb8058e4094a593,Potential Loyalist,1,Produto faltando ,"Fiz o pedido de dois kits de progressiva e só me foi entregue um 
O que eu faço agora para pegar o produto faltante ?"
76457,2ef585acc848f5b942d87123096bd3fa,Potential Loyalist,1,Regular,"Queria meu pedido conforme ilustrado na figura para mim viria a torneira elétrica conforme a ilustração......
"
76495,06038c34a42717cdd6dc54b8bb0e6548,Potential Loyalist,1,Nao gostei,Produto diferente do desenho da foto
76301,0ce20e3e708f0332738657e3ffdc91a6,Potential Loyalist,1,Insegurança,Pelo site da lannister não dá pra acompanhar a movimentação do produto. 
76326,a2816010e66c2b2e4acb191fce3bbcf5,Potential Loyalist,1,Entregue pela metade,O produto pedido foi entregue pela metade. Faltou a trava. Chegou só o porteiro eletrônico.
76359,5a73cc26ef1d615432abc79e05ad7981,Potential Loyalist,2,Não foi entregue!,"Comprei 3 cabos RCA + 1 suporte de celular.
Só me foi entregue 1 cabo RCA."
76367,c22839cc7d259c8d7f0bc03ba5f04cc6,Potential Loyalist,2,capacete,Estou aguardando a troca do capacete.
76370,4c5b79cd982d1cd497fe84d1a693e27b,Potential Loyalist,1,Não chegou,
75382,c5308291f146809a790673898d804524,Potential Loyalist,1,não recomendo,Comprei 6 tapetes e só recebi 4. Estão faltando dois.
75386,9d863a65fe6121e594e8ecb619766de4,Potential Loyalist,1,Produto errado,"O produto entregue não foi o produto comprado por mim, o pedido foi feito para o Aspirador De Pó Ph Rapid 1000N 127V e foi entregue ASP PO RAPID TURBO PAS02 127V, Desejo devolução do valor pago e reti"
75436,e32390e93a2de2e3ec100ac40f5ec20e,Potential Loyalist,1,Produto errado,Pedi um produto e recebi outro.
75256,26f835eefbca97e6b6e21f0180e2836b,Potential Loyalist,2,nao recomendo,comprei um modelo de relogio e veio outro totalmente diferente
75280,b01d57cce1bdc5df0c455a58f3f81738,Potential Loyalist,1,pessima,produto ja foi devolvido 1 vez por entrega com peças errad assim estornaram o valor para realizar outr compra retornei a compra do mesmo vendedor a cadeira veio correta desta vz porem n veio parafus
75338,d948754ee35966f776d3f64b226cc476,Potential Loyalist,1,Não recomendo,"Produto entregue mas não o que de fato comprei, destarte considero não entregue. Funko errado, coleção errada e caixa parecendo bagaço de cana de tão surrada. Informo ainda que há solicitação aberta."
75509,db9d51b7d9555e9e714a129da54c593c,Potential Loyalist,1,ENTRAGOU NO PRIMEIRO DIA,"ABRI PROTOCOLO PARA DEVOLUÇÃO, PRODUTO DE BAIXA QUALIDADE DEU PROBLEMA NO PRIMEIRO DIA DE USO.

lannister VIROU UM MERCADO LIVRE....6 PEDIDOS 6 PROBLEMAS"
75923,5a25131d21b035dd0b84c17056e7f0a5,Potential Loyalist,1,Em partes,"Sou cliente há anos, porém sempre há divergências e problemas na entrega, consta como produto entregue, porém foi entregue apenas 1 produto, aguardo solução!"
75785,0ade8f2feefbe30e6fd9b07b85d7030f,Potential Loyalist,2,produto de ma qualidade,"loja pode até ser boa, porem o produto e de ma qualidade"
75727,c82fcd6d4d15d0b52c8dad81603e46f8,Potential Loyalist,1,Faltando itens,"Recebi apenas uma luminária.
Como proceder???"
75533,a14097347c4af120bca0ec1c6c7d5577,Potential Loyalist,1,Não recomendo.,"Achei muito fino o tecido a costura e muito simples, sei lá parece feito em casa, a almofada que veio estava com uma linha grande no acabamento, tive que cortar. Não gostei."
75583,f84489387ae0ef5acd5c8f3b9b695c3f,Potential Loyalist,2,Ruim,"não foi cumprido o prazo da entrega na data prometida e até hj 10/08/2018 não recebi a mercadoria, falta de compromisso, no minimo teria que ter dado uma satisfação, mas não o cliente tem que correr"
75651,015613e1b7c050cd2331d34076fce1c6,Potential Loyalist,1,Tristeza,"Comprei, esperei, esperei e até agora nada.
Ainda tenho esperança. Quem sabe houve algum problema que venha a ser resolvido."
73764,d8b877fb7950380c8d5d3093e334fcb7,Potential Loyalist,2,Boa compra,Produto bom
72207,99bb9444a0d519931b13e1c47e2bb51e,Potential Loyalist,2,targaryen não entrega.,"Produto ficou aguardando retirada e nem fui notificada por telefone. O certo seria eu receber em casa, pq se Netshoes e Posthaus sempre me entregam, pq targaryen não entrega? Não entendo isso."
72194,ab1d731d10eee8bf32306f5452eb770f,Potential Loyalist,1,Insatisfação ,Meu produto veio faltando com 5 quantidades e apenas recebi 4 e ninguém me atende no sac ou me da alguma satisfação
72197,970cab2431fe3ecdba987b0a2a5c54ba,Potential Loyalist,2,Demora,"Uma eternidade apenas para separar o produto para a entrega , aí o prazo estimado de entrega se foi faz dias. "
72250,d4874f9bf28d6adc32b18445f63a3ed7,Potential Loyalist,1,Nao recebi meu produto.,Deixou muito a desejar porque ainda.nao recebi o produto.
72154,f2c91a2cf8ce8e8cd3c26cc26fa7bdf4,Potential Loyalist,1,péssimo negócio,"Recebi um produto completamente diferente do que foi pago, já enviei mensagem por email, pelo site da lannister e ninguém se manifestou. Quem entregou o produto não foi a targaryen conforme comprado."
72041,ad2bc20cbbcebc703b4525baf8d475b2,Potential Loyalist,2,PRODUTO AVARIADO,"O produto chegou rápido, porém apresenta avarias em seus componentes."
72057,1a21e0712b4e6c6b4a4832493b544a4b,Potential Loyalist,1,produtos incompletos ,"Comprei 3 cadeiras, todas vieram faltando peças. nao consegui solicitar troca pelo site, dá erro de conexão. Também não consegui por telefone. soliciitei por e-mail e nao recebi retorno
Insatisfeito"
72264,dd279c2d60ba1ad3cc221bbc7506c772,Potential Loyalist,1,Produto bem inferior ,Muito inferior este produto Não gostei 
72277,12bbae5239f0ebd29d7196d0b2cfaaa9,Potential Loyalist,1,Veio faltando,"Comprei 5 unidades, porém veio apenas 1, sendo que a nota fiscal que acompanhou veio descrito 5 unidades. Já entrei em contato com a lannister e estou esperando uma solução e entrega dos demais itens"
72502,893872dee0da455a53fdc742b2884fa9,Potential Loyalist,2,Razoável ,O produto foi entregue no prazo porém veio com a tampa quebrada e o produto vazando 
72435,4e92726a217d2761c6583830b747b31f,Potential Loyalist,1,Chateada,O produto ainda vai chegar?
72475,b168e38b8070518dc32151b68c996fd6,Potential Loyalist,2,produto entregue errado,comprei a mochila da Patrulha Canina e veio a mochila da Frozen. Estou tentanto trocar o pedido no site e dar erro de conexão.
72483,191e508e616b091863829ce8d0c7eab6,Potential Loyalist,1,produto incompleto,"a montagem esta muito dificil e o produto veio incompleto, esta faltando peça. Não gostei ."
72410,0eb917bbd8203a7bf6c6447610778d94,Potential Loyalist,1,Recebi apenas 1 pacote,"Boa Tarde ! 

Segunda vez que escrevo, comprei 3 produtos no mesmo dia, o pedido foi faturado separadamente , e da loja em questão , recebi apenas 1 produto e deveria ter recebido 2 produtos."
72298,60efa42ea492325976f18c9746c17fc8,Potential Loyalist,1,Não recebi o produto!,
72303,9e855456330c62178e7652ed067e5247,Potential Loyalist,1,5,Não goste da qualidade do produto .Por ser embalado de forma inadequada a tinta soltou .
72314,f86a09e33e779a92d4529cbdaec9bf2a,Potential Loyalist,1,Péssima qualidade ,Comprei pensando q seria igual a foto quando chegou totalmente diferente
71539,d8fec42fe6e875b09a809547f72a73cb,Potential Loyalist,1,PESSIMA,"NÃO FOI O PRODUTO QUE ESCOLHI.
EU PEDI, FUI MUITO CLARO, BARALHO KEM COM NAIPES GRANDES E VEIRO COM NAIPES PEQUENOS. COMO FAÇO PARA DEVOLVER? OU O NÚMERO DO TELEFONE DO OUVIDOR?"
71673,d0df29116a7955ef61e46972fe3fa332,Potential Loyalist,1,Pedido entre parcial,"Muito ruim ... Comprei 02 Kits e foi entregue somente 1 Kit de cabide, porém, no rastreamento constam que foram entregues os 2 produtos e não consegui contato com o vendedor targaryen"
71609,a365c813ca706b45e495358b5bf01966,Potential Loyalist,2,Insatisfeita,O produto que recebi é diferente e inferior ao anunciado. Quero devolver.
71632,092efb5efa2f61b05793f71115ca2469,Potential Loyalist,1,Péssimo,"Relógio mal acabado e frágil, qualidade muito ruim, parece de barraquinha de camelô. Não vale o preço de jeito nenhum."
71650,7e8833bcffee549a658ff3dddfabb026,Potential Loyalist,1,Produto com defeito,Produto com defeito desejo a troca
71501,f507945d757fe904ec16d8e7bb7ba7ad,Potential Loyalist,1,Produto errado,Pedi um produto e veio outro 
71416,b341f164a262ea8b386ad5f9e0e9f5e5,Potential Loyalist,2,3,Comprei 2 robozinho e paguei e veio so 1 robo de 50 unidades comprei 2 robo pra vim 100 unidades e veio so 1
71453,151904a174f924f110358e4b20e97fdd,Potential Loyalist,1,Entrega,"A empresa levou 5 dias para emitir a nota fiscal e enviar o produto, desde a confirmação do pagamento.É muito tempo. Pelo rastreio do produto, está próximo e deverá ser entregue em breve."
71455,a90e373bc4cbe53829d41a1adbbbab94,Potential Loyalist,1,não recomendo,"Meu pedido foi uma bola de futebol de campo conforme está especificado acima, só que me entregaram uma bola de futsal, eu não jogo futsal, achei que havia pedido errado, mais o erro foi da loja."
71458,6b6edf2cfcd95c52f1255eb7ae82249e,Potential Loyalist,1,Produto errado,Infelizmente recebi um produto bem inferior ao que comprei. 
71465,5203eba44152de2a1369d1983039f9bb,Potential Loyalist,1,Não recebi um dos livros,"No envelope só tinha um dos livros, embora a nota fiscal listasse os dois livros comprados. Ainda não recebi posicionamento a respeito do meu questionamento."
71919,fe5b71c385acf23c79e585d432ed8fc7,Potential Loyalist,1,Faltando produto,Comprei kit com 2 produtos e só foi enviado 1 produto! Não obtive retorno para solução do problema.
71884,9ce5dc90259123107bd01b26ea8e59c8,Potential Loyalist,1,Uma negação,"Falta de respeito com o cliente já faz mais de um mês que fiz a compra e até hoje não recebi meu produto, infelizmente nunca mais voltarei a comprar neste site."
71893,eb9829b9e4003dcb7ffe5a6fb98682a1,Potential Loyalist,1,Péssima ,Não comprem desta loja! Tentei fazer o cancelamento da compra por 5 vezes e só fui atende depois de ter recusado a entrega do Correio.
