날짜,리뷰,별점
"December 16, 2021","Love the app though I really need it to be editable. I'm a disabled senior with vision & motor control issues. So have touched the wrong emoji face for sleep quality more than once. Also I need more options for labels. I need to be able to either add my own labels or have a longer list to call attention to life threatening medical issues such as severe sleep apnea, seizure & the like. Thank you.",4
"November 12, 2021",This was my favourite app for 2 years. Very good customer support. Yesterday I updated app but it crashed after opening it and I emailed to support in the first place. They just fixed the issue within several hours so the app works normally again. Very responsive! This app is extremely helpful as I can change various habits and immediately see an improvement. It also helps me sleep with the relaxing music and I have had no problem with it and my whole family downloaded this app! Just download!,5
"November 24, 2021","I have night terrors and got this app to record my sleep screaming and moaning. Unfortunately it does not recognize or record them. For some reason it records lower volume noises (shifting, grinding teeth) but not higher volume ones (talking, yelling). I've had several episodes since downloading the app, but it's missed all of them. Will have to try another app.",2
"October 30, 2021",I love the analysis of my sleep. If you feel it’s not accurate you can adjust your placement and environmental noise level so each morning to reflect more closely the sleep you feel you had. Very quickly it gets to know when your asleep as opposed to just inactive. The audio recording feature is my favourite and I wish all audios will be included in the historical records. I find the sleep results truly reflects when I’ve had an active day. Thanks for helping me stay on track!,5
"November 9, 2021","An app cannot tell when youre in REM, light, or deep sleep. Updating my review bc after several incorrect reports i did some research. Non wearable sleep apps can only tell when youre awake or sleep. If the data is mostly made up this app is only for recording sounds. Awesome app. Not totally accurate on a cpl occasions (mistakenly shows me as awake all night a few days ago). Non paid is fairly limited, i will definitely consider paying for it once i see more consistent accuracy.",2
"December 3, 2021","What a horrible experience! You can only try the app once every hour? That's so dumb. And the costs keep changing. First it was.29.99, then 13.99, then 17.84? What is up with that? There are FAR better apps out there. I am also convinced that nearly all of the 5* reviews are written by your company, family and friends.",1
"November 1, 2021","The ability to disable the alarm once it goes off to wake you up should be silenced from the Android lock screen. Also, the Android smartwatch should pick up detail and relay/communicate things like heart rate and so forth to the app. I'm kind of disappointed in the app as I thought premium features would include things like this. Otherwise I would give the app 5 stars.",3
"December 22, 2021","This is the first thing I do every morning .. check this App. I had sleep issues before & did a sleep study . After seeing results of sleep / snoring etc., I change my nightly eating & behavior patterns before bed. I make sure my phone is charged during the day in order to keep track of my sleep at night. I love the layers of information. I love numbers and data, even though I have nothing wrong health wise. This app has made me much healthier by getting proper sleep.",5
"November 15, 2021","My son responded to my question on a efficient sleep app for Android by providing link to Sleep Monitor. I am posting a review after using this for 3 months.Truly amazing: it 99% correlates with its detection of light sleep, deep sleep etc.If I sleep during day time that’s also getting captured with highest accuracy. Thanks for this amazing app.",5
"November 27, 2021",I paid for an annual subscription to this app. I worked 16 hours a day throughout my life I never knew a snored but now I know I do snore and it’s becoming a bad effect around me whoever sleeps in bed with me. But I will say this… this app has help me make it better with my deep sleep I have ever had in years. It allow users to download and send those clips to their doctors (or anyone they want). Thank you for solving a problem I didn’t think there was a solution for!,5
"November 22, 2021","If you're my type of person, don't download it. There's nothing wrong with the app itself, actually, it works really well. I just feel like I'm being watched, since I do know that my voice is getting recorded. I first tried it with the relaxing sounds but It kept waking up and I couldn't relax. It literally scared me at this point.Edit: tried everything to unlock sounds and watched literally 5 ads and got nothing, just my time wasted I'm stuck with this dumbass ""soothing sea"" song which I hate.",2
"November 15, 2021","Based on this sleep pattern is evaluated and nicely presented. This app works like a wizard in figuring out what time(s) you've been asleep. It's a little tough to work your way around the app (to me) though, I've given it 5 stars.",5
"October 30, 2021",The app really gives you a lot of information about your sleep cycle. It's interesting to see the changes from night to night. I have had sleep issues for most of my life but I have never really been able to see if there's a pattern but now I can in the comfort of my own home and in my own bed. It's really pretty cool! I like it. I purchased the subscription for the year it's only 20 bucks but for that amount of money it gives you a lot of information. I would recommend it!,4
"November 9, 2021","Doesn't show I was awake even when I get out of bed, doesn't show I had dreams /REM, counts awake time as part of sleep. Often shows a largely incomplete track. Really glad I checked it out before I paid. It's barely better than useless.",1
"November 25, 2021","Giving a 1 star review because it doesn't matter how great an app is, upon first download I opened this app for the first time to receive 3 adverts in a row pushing me to buy the premium subscription, all with different offers. Just feels like a malware app at that point. I don't mind apps advertising their premium services, but 3 times before I'd even used the app is extreme. Offer it once and then leave it a couple of uses before offering again.",1
"November 18, 2021","I really had high hopes for this app, then I realized it wasn't accurate because it Said sometimes I was deep asleep When I was Wide awake, and I wasn't dreaming the same time I did. Maybe a bit accurate but No I think maybe you need a watch to see your accurate sleep",2
"November 23, 2021","Haven't tried it out yet but the first time you open it you're met with a 29 dollar yearly pro plan paywall. The sleep tracker seems to be free but other then that your gunna have to fork over some money. Trends, Relaxing sounds gotta pay 29 dollars!",2
"December 9, 2021","I have mild sleep apnea and like the night recordings. I have a fitbit and my night's result was wrong with this app. It gave me incorrect total sleep in excess of 20% and was over 300% wrong on my deep sleep. When I first opened the app, it communicated I needed to decide now if I would buy premium at a discount. I don't appreciate this marketing pressure without providing me with information on what I would receive for free and what exactly I receive when I pay premium. I want a refund!",1
"December 6, 2021",Was already paying the yearly of 13.99 for quite some time and was able to see the trend. I was even telling my friend how good the app is but now. It now prompts me to get the Pro version at 29.99 and locks my data that I had previously.,1
"December 8, 2021","Reading other people's reviews I decided to uninstall. To me, the pop up ads with loud audio is a no no. Especially at 6am in the morning. Also most of the data isn't true to my sleep cycle.",1
"November 10, 2021","Been using this app for a year, really changed my insomnia! These last 3 days wouldn't work so didn't sleep as my routine was disrupted.. I love the timer on sound, if I am woken, I only need press a button and music will play another 5 minutes and so on.... 👍😴",5
"October 29, 2021","Not a premium experience, even after paying. Didn't get the ability to track by custom sleep factors. Also now will only show 3 days worth of data. Please don't spend money on this app!",1
"November 28, 2021",I have sleep apnea. There are some nights that I do not use my Cpap machine and some nights that I do. This app is really useful because it monitors my snoring and breathing while I sleep and I can share the sleep logs with my doctors which helps them treat my apnea better. The small cost for the upgrade from the free version is definitely worth it!,5
"December 2, 2021",Wow !! This app is too intrusive and needy for all the advertising they force on you as well as the manual entering of the data. There isn't any automation in this app at all.,1
"December 16, 2021","Doesn't actually record sleep patterns properly. I'm a chronic, lifelong insomniac and decided to use this during first trial of sleeping pills. It records me falling asleep much earlier than I did & does not record several instances of me waking in the night",3
"November 9, 2021","Excellent app, looks great, and simple to use. Only downside is that I discovered that I snore like a walrus speaking in tongues. 5/5, would recommend.",5
"December 12, 2021","The app records wrong sounds. I mean cheating application. I installed it and started using it to record how my wife talks in her sleep at night. Instead, I found a recording of male snoring in the morning. I don't snore though.",1
"November 20, 2021","Tried it for a week. According to this, I am apparently NEVER in REM stage. Also just completely inaccurate. Took a nap and slept great with phone right next to me to monitor. Report says I was awake the whole time. Useless. Edited to add-- I hung in there for a few more weeks and found it got better at recognizing light sleep and deep sleep. Still incapable of recognizing REM sleep and shows that I'm never in REM. Sent in numerous ""reports."" Maybe they can fix it, but I'm uninstalling.",2
"January 10, 2022",Does this application need internet? Is it possible to put the mobile phone in flight mode during the night and use this application?,5
"December 11, 2021","EDIT: They solved my problem, I can now use the premium version of the app. Thank you! /// I bought the one year subscription and I can't access to it, like I never paid. I sent and email to the customer service and they told me to click on the ""restore"" option, but it keeps saying that it failed and can't restore my subscription. Even though on google app it says that my subscription is active... So I just lost my money.",4
"November 16, 2021","A few times I've woken up in the middle of the night for 8-10mins, and it registered as light sleep. But, like I said, it was only a few times and I've been using it for over a month. By far the best and most detailed I've ever used 💯",4
"November 8, 2021","This was grand to begin with till I seen the price !! RIDICULOUS I CAN GET THIS FREE ELSEWHERE !! UPDATED OK WHERE & HOW WALK ME thru this if you will thanks Update: I don't know how much clearer and plainer I can put it WITH ALL DUR RESPECT I CAN GET THIS ELSEWHERE "" FREE"" MIGHT NOT BE THE EXCACT SAME THING but it works AND ITS FREE !!! 🙂🙂 no need for emails DONE EXPLAINING THIS HIGH COST APP",1
"December 2, 2021","This app is amazing! It's relaxing and comes with its own music. Even without the add-ons you have to buy, it's super useful and extremely accurate. I recommend getting this app.",5
"December 5, 2021",Good apps for sleep record. Seems quite accurate for the free functions for using sound to analysis sleep quality. Don't know if the trend analysis Pro version (paid) is as good.,4
"October 28, 2021","I was def not asleep at such times. And it never detects REM sleep even if I prob was in one (I dream??) But if it cant detect when im sleeping, the app is useless in my case",2
"December 7, 2021",I paid for premium but haven't received the upgrade. I asked Google for a refund and they said I didn't qualify. Not happy. Out $30 for nothing unless developers decide to to actually upgrade my app,3
"November 20, 2021",I rate it 4 star's due to letting me be able to record for free wish it had more free features but glad to be able to record this is great if you have night terror's talk in ur sleep or have sleep paralysis or other sleep disorders,4
"December 30, 2021",Omgg i have never felt this relaxed in a whole year its so relaxing a d soothing it made me go to sleep in seconds!!,5
"December 14, 2021",The app seems good for from what I can tell. Unfortunately it doesn't work perfectly because as soon as my brother walks on he turns it off and moves it away but that's not your fault so when we move out I will make another review!,4
"January 18, 2022",Opened the app was immediately asked to pay a subscription then given ads when I wanted to see how the app works before paying money,1
"January 15, 2022",my alarm didn't go off because of this app. I didn't wake up and missed my appointment.,1
"November 26, 2021","Selecting ""start"" should make it start working, right? Apparently not. I saw it start but 4 hours later. . . No data. Must we pay for everything?",1
"January 9, 2022",Good Apps... hopefully can improved to be more precise in the future,5
"January 1, 2022",This app help so much i rec8mend it to others. It is simpe and it gives good results.best app out there for sleep,5
"November 10, 2021","I tried this last night for FIRST time. Besides being bombarded by constant full page ads, your info is totally false. I am injured and in a lot of pain at night; I barely slept last night. Yet your ""analysis"" says I had a great night with reports of deep sleep most of the night. Deinstalling.",1
"October 27, 2021",All my sleep recordings sound the same. I've never heard anyone snore the exact same every night...losing faith in this app real quick!,2
"December 14, 2021","Using the free version one week later I still snore alot, the recordings are so funny 🤣 I play the sleep sounds too they definitely help send me off to snoring land 😴 Thanks for a great app 👍",5
"December 11, 2021","I don't know how this app has 4.8 stars, as soon as I started it it showed me like 4 ads! Unstalling. Do not download this app!",1
"November 19, 2021","I love this app so much. I'm so glad I saw a video about this app from Tiktok. I can track the amount of my sleep, the noise I make, etc. Thank you so much for making such great app!",5
"January 10, 2022",Informational and helpful to focus on improving sleep.,5
"December 1, 2021","Tried for one night & completely inaccurate, can't even get a refund from Google because it says there's no purchases but my bank statement says otherwise, and I only have one google account 😡",1
"November 17, 2021",I'm a sleepwalker and dont sleep well but this app has been awesome for tracking my sleep and recording the strange things I talk about while sleeping. 100% worth the money,5
"December 22, 2021","Waking up rested, hearing snoring, being aware of the ambient noise level, this app is great.",5
"November 1, 2021",I bought it and then switched phones now I gotta pay again because it won't recognize my subscription. Absolute garbage.,1
"December 24, 2021",Way too many annoying ads and won't pay the ridiculous asking price for premium.,3
"December 15, 2021",I accidently clicked on subscribe button and cancelled it in less than a minute but still they charged me for nothing please dont charge it was a mistake.,1
"December 15, 2021",Easy to use. Free version tracks 7 nights . Audio playback could be louder but maybe my system.,5
"November 22, 2021",Super helpful and interesting. I hadn't realized before that I just don't get REM sleep. It's super helpful to know.,5
"January 11, 2022",Its good tho sometimes ot wont register the time and the alarm wont go off,3
"November 2, 2021",Ya'll.... Super impressed with the design of this app. Originally found this on tiktok but I think it'll really help me sleep. Only first night in but I discovered lots of cool things already. Will update this review <3,5
"November 6, 2021",This app was great for the first few days but after it kept losing my data and using my memory up. Fix this.,2
"January 7, 2022",Easy to use and good reporting,5
"December 11, 2021",Love it. Super interesting to see and hear about your sleep cycles amd stuff. I'd love to get some more information on what the statistics mean for my health.,5
"November 15, 2021",I love this app I struggle to sleep so I like to measure my average sleep for my doctor as I attempt to figure out the source of my insomnia.,5
"January 17, 2022",I'm having trouble believing that I'm getting little to no REM sleep. Will update in a few more weeks.,4
"November 21, 2021",Go to asmr sounds listen to crinkling sounds. Why does the lady say her teeth are sensitive so she uses crest whitening strip?? This is sleep sounds who the f falls alseep to people crinkling paper and saying they have to use crest whiting strip? This app is ghetto as f. Who falls asleep to people making popping sounds with their mouth? How about stopping on leaves? how about game controller sounds or writing on paper? If ted bundy needed ambient noises to fall asleep this is his app Delete asap,1
"December 6, 2021","Hey, I purchased the pro version yearly days ago and now is asking me to purchase again and failed restore ..... what the # is happening",3
"December 6, 2021",I quite like the app but after paying the annual subscription I still get heaps of annoying ads.,2
"November 1, 2021",Excellent app. Recordings helped discover what was disturbing my sleep.,5
"December 14, 2021","I kept hearing a voice that was not my own. Impossible since I sleep alone, deleted it. I'm assuming the app inserts voices or something",3
"October 26, 2021","OMG, this what I was looking for 😍😍 it helped me alooot and easy to use, really thank you. I recommend 👌 The best sleep monitor 😴 ❤👍",5
"December 9, 2021",Thought it was good and then it didn't record my second night at all and I can't figure out why or what went wrong. Disappointed.,2
"December 22, 2021","Ads after every function, despite saying will be unlocked forever.",1
"October 29, 2021","Great app, though I wish they had the option to sync with Google fit and apps like that",5
"November 16, 2021",All my sleep recordings u don't hear anything 😔 the sleep sounds are nice but don't last long enough,3
"December 13, 2021",One thing why extra sounds have been added in the recording? Fake app. Really shameful.,1
"November 22, 2021","Only wish I could get details on times of sleep changes and have key words like ""bathroom"" so ""awake""",4
"November 27, 2021",This app is very good it helps me know how many hours I sleep and if I make a sound 💤💤❤️,4
"November 16, 2021",Very user friendly and quite interesting to keep record of sleeping patterns,5
"January 14, 2022","This app is in decent detail about sleep, I like it",4
"November 6, 2021",It's fun and informative. It's always interesting to see what happens throughout the night.,4
"January 4, 2022",Can you create an option to auto-start sleep check ? I keep missing turning it on.,4
"December 14, 2021",Alarm doesn't work. Ads too bright at night.,1
"January 12, 2022","Ive been using for 2 years now, I get to hear my sleep talking now",5
"December 24, 2021",Great app to use for tracking sleep,5
"November 17, 2021","Keeps crashing after they ""fixed crashing issues""",2
"November 27, 2021","I have regular, very intense nightmares. Almost nightly. I’ve been told I talk in my sleep and I have woken up crying multiple times. after my daughter came into my room and heard me talking in my sleep, she told me I said “don’t hit her, she’s a 75 year old lady!” I knew then that I had to hear what I was saying for myself. I found this app and I was sold. I use it every night and every morning I hear myself say something. I love that I can save clips, and it is fascinating knowing what I say.",5
"November 5, 2021","I was told I snored I just didn't know how loud I was how much I snored, I also love that it tells me when I'm in a deep sleep, I light sleep, a REM sleep, what time I fell asleep, how long I slept,.... 🤍🖤🤎💜💙💚💛🧡❤️",5
"November 29, 2021",Didn't realize how much snoring I was doing until I got this app. Very important information!,5
"October 31, 2021",This app helps me learn what my sleep patterns are and also helps me stay asleep 5/5,5
"December 3, 2021",Very clear and easy to read with great sound,5
"December 20, 2021","Not reliable, starts sometimes and sometimes not, also horrible ux",1
"January 12, 2022",This app really helped me to track my sleep.,5
"January 17, 2022",Its better to purchase smart watch. This app is not at all accurate.,1
"November 6, 2021",The app is great! I love it because it puts nice sounds,5
"November 14, 2021",It did pretty good at tracking my sleep.,5
"December 31, 2021",I really like this app. it's easy.,5
"October 27, 2021",I don't know whether this application shows correct report or not but if it does then It is a superb application. I am really grateful for the creator of this application because this application made me keep track on my sleep and how much I sleep in a day. I love the way it shows in a statistical data of my sleep. No more suggestions for improvement because all its features are well designed. But I hope this shows actual data and analysis.,5
"December 12, 2021","App instantly shoves subscriptions and ads in your face, not gonna bother giving it a try.",1
"January 3, 2022",Super helpful and easy to use.,5
"September 28, 2021","I’ve had this app since its first iteration and while I apprciated it back then, I didn’t like having to put my phone in bed with me. So i uninstalled it. Now I know you can put the phone on the bedside table or the floor, but I listen to meditation sounds when I sleep and I’m not sure how it would track my voice? I reinstalled this app for all the great features it offers.",5
"September 27, 2021","I’ve been using this app for over a year and it’s fared me mostly fine. I can see lots of sleep information at night which I cannot get without this app. A niggle I have with it is the apps inability to determine when I actually fall asleep. If you have trouble sleeping and don’t get off for a long time, the app seems to decide that you fell asleep within a few minutes. It would be helpful if they added an ‘actual asleep’ feature so you could manually change the time. So overall, yeah, it’s worth it!",5
"October 31, 2021","It really shows exactly like how you sleep, you are downloading just perfect app to track your sleep cycle stop wasting your time in thinking and searching this is perfect app for you i am using this for over a year now so yeah! Go for it;)",5
"September 17, 2021","I see my previous review is gone. App keeps turning itself off in the middle.of the night. Not even open at all. Then the kicker. This morning, I went to check because it was actually still on and it said ""abnormal sleep pattern detected. No record saved"". Well hell's bells, isn't that the whole point of the app? To see why you didnt get proper sleep? I can just see sleep studies tell their clients ""well, your sleep pattern was abnormal so we didn't keep a record to find out why"" What a crock",1
"September 28, 2021","This app helps me know my average sleep per day, which is very good. So now that I am on vacation, time to give this app a taste of 8hrs of sleep. Shows interesting graphs on sleep phases and sleep efficiency. However, I seem to still feel groggy after waking up even if it wakes me up at the time my sleep is the lightest. Anyways it might be a personal thing.",5
"September 27, 2021",For some reason my other alarms don't wake me up. I started using this to help me sleep better and wake up on time for school. The sounds are not annoying at all and it even puts me in a good mood. It's like a good morning kiss from your phone. Highly recommended app for those who want to be productive but cant because they cant manage their sleep. Please add widget support so we can easily track our sleep,5
"October 12, 2021","I’m using Sleep Monitor, and prefer to keep with it ,it’s good, affordable with just one payment and accurate. specially when I Compare it with Sleep Cycle (endless payments In -app Purchases !) I often fall asleep on the couch and wake up to move to the bed after 1 or 2 sleep cycles. While I never imagined it would be scientifically accurate, I find the more deep sleep it reports, the better I actually slept. Also the readiness score has been pretty accurate for me.",5
"October 7, 2021","So far the app is great! It does not drain my phone battery so much. About 30% for a whole night's tracking. I loved everything about it, but I wish it can include the sleep cycle alarm, i.e. wake you up by calculating your sleep cycle (~90 mins), and also; how many hours to alarm time; display when we set the alarm clock would be great too! This will allow us to know how much time we can sleep before sleeping. Question: Keep charging won’t affect battery?",5
"September 8, 2021","App is great, beautiful UI and I think the tracker works well, although I can only see that I only get light sleep every night, never deep or rem. It's probably true, since I don't usually sleep for many hours (trying to change that). Good app, I'd recommend. Suggestion: why not including an sleep cycle calculator inside the app? That would be great.",5
"August 23, 2021","Unfortunately, they have changed the way you stop the monitor from a ""press and hold"" to a ""slide up"" and my phone will not do it. There's no information on *what* to slide. With an Android phone, if you ""slide up"" as instructed, the tab collapses but the sleep monitor program does not stop. I will now lose all my data as I can't stop the monitor I have been asleep for 32 hours ....",2
"September 28, 2021","As an insomniac I installed this app to try and help with my sleep patterns and falling asleep. Upgraded to premium straight away as I found the extra features are really worth it. I use a smart watch and have compaired the movement data between the watch device and this app, they both correlate extremely well, which gives me confidence in how it processes information. I use the app in a room with a relatively noisy (window type) conditioner running all night, but the app doesn’t seem to have any problem with it, likewise when I’ve just used an oscillating fan. The graphs it gives are all useful and well displayed. So that’s all good.",5
"October 7, 2021","This app is really cool, theres only one problem i have tho. Dont make a lot of noise when i sleep but it helps track how much sleep i actually get and also takes some cool recordings. Im in the army and sleep isnt always garanteed but what is, is getting really cool recording of aircrafts, pt formation runs/workout noises and more. Love it and will continue to use it. Now the problem, how in the world does it calculate rem sleep? By the chart i dont ever go to rem sleep but once. Not sure how.",5
"October 12, 2021","I stumbled upon your app by accident, and I'm delighted I did. As with a reference sleep tracker, end user would have some idea how much time was spent on sleep states other than awake. My thoughts were that some apps were too generous with deep sleep and no so good when detecting awake stages. In general, i think this app is better for tracking sleep. Also reporting REM sleep in some of the apps is a bit misleading. I'm curious what your app's results will be. Cheers!",5
"October 8, 2021","I love it!!! Living with an autoimmune disease sleep patterns have been an issue. However, using the different sleep features has vastly improved my sleep with one slight issue, I still haven't heard if I snore during deep sleep. Overall I'm not quite the master of sleep but it's helping me get there.",5
"September 24, 2021",So far appears to do what it's supposed to do quite nicely! Been using this for about a week now and the information is acurate! It also wakes you up well instead of waking up when you're in a deep sleep it wakes uou in a light sleep. I love that it works so well with my phone. Gentle alarm is perfect. I look forward to collecting about a month's worth of sleep data.,5
"August 26, 2021","This a pretty good app. I wasn't looking to detect snoring, but this is all that's out there. It's easy to use &the smart alarm is nice. It breaks down wake/light or deep sleep/rem, which is informative. The downside is that you have to listen to every audio to see what the sounds actually were-snoring, breathing pause, the neighbors dogs, etc. Also, it does not total the sleep time, it totals the time from turning it on to turning it off. ""Duration"" could be 8 hrs, but only 7 hrs of sleep.",4
"October 5, 2021","Deceptive. Was hoping to monitor my sleep and the app seemed to be doing a good job monitoring sleep cycles with lots of attractive graphs but didn't have a base to compare against to see if it was accurately measuring my sleep. Then I woke up in the middle of the night once, and even talked to my spouse, and the app was none the wiser and thought it was REM sleep. All decoration. No substance.",1
"September 24, 2021",Another creative use of the technology. Interesting to see ur sleeping patterns.I have been using this app every night since I download it. I always feel better when the alarm wakes me up in morning. I do not have to hit the snooze at all I feel great and ready for my day each morning. Nothing had ever helped me wake up like this app. And I love to see my patterns during the night too. It's pretty cool to see the sleep patterns! Would be nice to see the graph bigger if you rotated it sideways.,5
"September 23, 2021",Definitely a cool app. Works as advertized. I use this app every night. Very accurate stats. Its my favorite clock app. They continue to improve and update features. It helps me chart my sleep patterns and I can clearly see how well I slept the night before. A great app!! I never reviewed for any apps and because this app works I took my effort to give five stars.,5
"October 19, 2021","I have been using Sleep Monitor for more than 1 year now, and believe it’s one of the better health tools out there. I especially love that it contains so much in-depth information, and easily accessible graphic historical sleep values, which allows someone who is extremely health conscious to dig deeper into the details. Perhaps some users want an app to summarize everything for them. I want to see all of the readings used to calculate that average. I want the details, and this app make them available. Sleep Monitor's reports are an essential part of my day.",5
"September 23, 2021","Love this app. It really works and the alarm sounds are beautiful.I use it every night! The update was awesome! Thank you!!! I don't know if it really works at first, but so far so good. It does wake me up gently in the morning. I find the graph interesting to review in the morning. I think it does register pretty well since seems like when I feel like I've gotten a good night sleep that's when the graph shows I've had a lot of deep sleep cycles.",5
"September 21, 2021","I got this to see if I snore a lot. The microphone is way too sensitive. Whenever my AC turns on it records that as an event, so this has been completely useless since I get dozens of ""events"" a night. It also says there's too much ambient noise in a completely silent room.",1
"October 12, 2021",I've been using Sleep Monitor tracker for just a week. I find it captures the times I wake up during the night well - but that may be because I'm also getting out of bed to head to the bathroom. I do find that it gives me credit for light sleep when I know I'm awake but resting in a still state (when I'm first in bed). I think DEEP SLEEP tracking is over-rated. Can you explain that? I have no clue what this means or what to do to improve this. Any thoughts there?,5
"September 27, 2021","I work nights and sleep during the day. I downloaded your app to document the interruptions in my sleep caused by my family members. Your app records the various times I'm woken up for whatever reasons by my family. During these interruptions, your app shows that I am in deep sleep or even in REM sleep. It's shown the same thing when I've gone to use the restroom. How can I be asleep when I'm actually awake? What is going on?",1
"August 8, 2021","I've been using this app for two weeks now. The graphs/statistics are fun, and simply add to what is a great core of an app. With the new update, I got gentle alarm tones which always seem to go off just at the perfect time and is very straightforward to get up and running with. Highly recomend",5
"September 28, 2021",Informative app. Breakthrough app is breakthrough. Superb sleep analytics. Very informative; reliable alarm system. Tracks movements somewhat correctly during stay in bed. I find this app helpful! I feel more relaxed when sleeping and upon waking up. More sleep aids please? :) or is it possible to customize a playlist as a sleep aid?,5
"September 28, 2021","Despite using just the free features, it gets its job done. You don’t have to pay or anything, all you have to do is start the tracking and you are set, and the sleep tracking is fantastic because it accurately tracks the length of sleep well. As for the sleep aid side, I personally wish Sleep Monitor will offer more music just like headspace offers where this is concerned.",5
"September 18, 2021","No idea if this app is good or not, I uninstalled and used a competitor because of the predatory ""new user offer"" for premium with a countdown that was presented to me upon opening the app. I don't mind a quick shill for a premium version, but ""continue"" or ""skip"" should take you on to the free app, not a near-hidden x, and having a timer there and a ""only 22 left"" is just, as I said before, predatory.",1
"October 5, 2021",Of cause 5 stars from me.This application provides plenty of detail about your sleep using phone's microphone as a sleep tracker. Don’t worry it also has a mode where it can use the Android on your bed for tracking your sleep.The stats can reveal why you feel so sluggish this morning. Maybe you didn’t get enough deep sleep. Highly recommend this app for keeping fit. After a good workout you need to have a good rest. This app will tell you if you rested well.,5
"August 24, 2021","To my surprise, I actually like using this app, but recently the option to stop recoding has changed from press and hold for few seconds, to swipe up, it's very annoying. You have to swipe up few times before it registers, swiping up few times just when you have woken up is not relaxing at all. Press and hold is simple and gets the job done without the drama.",3
"September 25, 2021",I have a feeling that this app put in a prerecorded voice recording. I checked my voice recordings in the morning to find the first one with very well put together gibberish but it sounded nothing like my voice and it was a little scary. I think the app put it there to scare people. Can I get confirmation?,2
"October 9, 2021","Decided to get this app so see how much I snore since my wife has to sleep with earplugs. Recorded my first night so that was good, but used it for more than a week now and every morning says ""no noise detected"" even tho she woke me up several times every night. Hope this will get sorted soon or I'll check for a better app. Rest seems good but dont know how accurate it is since im sleeping when it records.",2
"September 10, 2021","It's ok but needs improvement! It's not letting me put notes in after I wake up despite the fact that it has a place for additional notes and it should have a label titled ""Grinding"" listed with the other possible noise labels, like ""Snoring"" for instance, because a lot of people grind their teeth. And if your dog sleeps with you then it might record HIS sleeping instead of yours. EXAMPLE: One night I had insomnia and didn't sleep a wink, yet the app. said I got lots of deep sleep.",3
"October 10, 2021","Finding it helpful. I am using it for sleep recordings as i talk/yell in my sleep and I'm extremely curious to catch a recording.(the best one so far that I've been told about is just me yelling ""tarantula!"") Apparently my subconscious is shy since i got the app but wow... i sure do snore 😅 Not sure how the sleep pattern stuff is determined but I'm not using the app for that purpose as of yet. It works well to record even over my fans and ac unit. May pay for the upgrade.",5
"September 4, 2021","The app is easy to use, the only problems I've encountered are that sometimes it won't record any noises yet I know that I have been up in the night (maybe a problem with my phone though) and this was one of the reasons that I paid for the app. I like how it shows the sleep stages and I think its more accurate than my garmin ⌚. The music is relaxing too and helps me get to sleep soooo easy!",4
"October 12, 2021","It's okay, it hasn't recorded alot of things that it should've picked up. For example my cats started fighting in the middle of the night which woke me up and I had to break it up. The app never recorded any of it. Then there were several 30 second recordings of nothing.",3
"September 28, 2021","I work during the night shift so it's quite a pain for me to get up in the morning. I'm always guilty of waking up, shutting my alarm clock (which blasts so hard that I wake up with a heart attack), and then going back to sleep. was at first skeptical about this app but I just tried it and for some reason when it finally went off, it felt like i was ready to get out of bed. I calmly got the phone, shut it off without the rush, and got off the bed to prepare for work. One of the few times that I didn't go back to sleep again. For a buck, this is a no brainer. Easiest wake up I had for a long time. Feels like a wake up from a long rest even though practically I still lack sleep. Great app.",5
"October 12, 2021",This is a very good APP with a lot of features about understanding my sleep. Deep sleep is so important in maintaining BDNF and HGH in the aging population. I am 65 year old and although I have a good understanding on modern electronic devices I find it difficult to understand and decide on which is a good sleep app. I want to track my sleep and try to make changes in my life to improve my sleep. Not sure I need the amount of information being provided in the Sleep Monitor app. Help Please.,5
"October 4, 2021",I like this app a lot as it is really good analse tool for the sleep and also quite exact. It has loads of features and customization options. Makes great use of the ANDROID. I still can't get over how I am less stressed when being wake up with this apps alarm. The soothing music to and the timing ( alarm goes off when I am in shallow sleep) may have to do with that.,5
"October 16, 2021",Very fun & interesting app. I have had insomnia since 1979. App shows I am sleeping more than I thought. It has improved my attitude & sleep confidence. I think the deep & rem are pretty accurate. The light sleep not so accurate. I lay still on my back with my headset and do a relaxed stomach breathing. The app shows light sleep. All in all it is fun and has helped my sleep. I simultaneously use another app for music/meditation. My inexpensive phone has never disconnected the sleep app.,5
"August 27, 2021","I saw this sleep app featured on a YouTube video on fixing her sleep schedule, so I downloaded it thinking “Oh maybe it will work for me too” I didn’t really have high hopes but it turns out this app is amazing! I really recommend! This has fixed my sleep schedule so much even though I'm sleepzy when I’m writing this But I have a sleep reminder scheduled to go to bed at 2:11am! This app is my life saver! Not to mention there are so many other features like sleep time analysis and sleep music.",5
"September 28, 2021","Im not sure how it works or is it really working bur I think it helps a little bit to monitor how you were sleeping the last night. I tried putting it in a drawer near my bed but not beside my bed and I still get those graphs with ups and down, so I doubt it, but I try again puting it outside my room and I see a straight line so I think it might really is working. Anyway, its good.",5
"October 4, 2021","No automatic tracking. Gotta press start every night. - and it instantly tries to get you to pay for a very expensive Pro version. And it just says continue (to payment), there's no skip button. And of course they use a ""deal"" to make it seem like you're getting a special price.",1
"October 14, 2021","For the first night it worked great, but every night since I've only gotten 15 minutes or so of data until it goes silent. I've turned off optimise battery usage for the app and it still does this. Until I can find a solution this app is unusable!",2
"January 10, 2022","Bombarded with Ads before I setup, deleted",1
