USER,DATE,STAR,LIKE,TITLE,REVIEW
John93999,2021-12-20 14:14:44-07:00,1,0,Overrated,"This app is definitely overrated. I’ve been using it for over three years. Older versions of the app used to be better at detecting sleep than the current version. I’ve been using the app with the I-phone 12, and I’ve noticed that its performance and efficacy have dropped significantly. I wouldn’t be surprised to find that the reviews and ratings are vintage, which would reflect the app’s efficiency and effectiveness of older versions. I’m ready to switch. Given the poor performance of the current version I’m willing to try anything else."
Audionews,2021-12-20 07:28:33-07:00,1,0,Latest update broke it AGAIN,I have used this as my alarm for years and every few updates they break the features. What started out as a good app is now a messy cash grab.
JustMe472,2021-12-20 05:52:34-07:00,4,0,I love this app but there’s a new problem,"I have used this app for about 4 years. I love the alarm feature and the tracking has helped me be more aware of my sleep patterns. But for several nights during the past month or 2, and every night for the past week, the app has closed during the night and has not tracked my sleep. Please fix this recent problem."
Uncle Tenten,2021-12-19 18:07:30-07:00,5,0,Love this,It helps with sleep and meditation :-)
"Lil,angel",2021-12-19 09:05:28-07:00,5,0,Very Informative and Helpful,This app have me genuine and helpful insight into how I sleep.
DLDiddy,2021-12-19 08:53:53-07:00,1,1,Crashes while using,"This was a great app for a while but everyday for the past week, it’s been crashing during the night and the alarm shuts off."
Khyiaa,2021-12-17 21:15:43-07:00,1,0,i hate this app !!!!!!,i literally hate this app bc you have to pay to hear yourself talking in ur sleep and ur snoring… I wanna know how I sound when I’m otp with my man
SleepyCat1972,2021-12-17 18:32:54-07:00,5,0,Great,I have used this app for about 10 years. It's the only alarm clock that doesn’t put me in a bad mood.
marylinninoska,2021-12-17 08:17:49-07:00,4,0,Should be a 5/5 but it’s giving me issues lately…,"I love this app and have been using it for years. Definitely recommend it.
It’s been giving me issues lately, including this morning, with not waking me up, changing alarm times, disappearing alarms, etc.
Help! I don’t want to stop using it, but had to use my phone alarm this week to ensure I didn’t miss work and flights."
Lykanthrope,2021-12-16 16:54:38-07:00,2,0,Farewell to Features,"I purchased the app ages ago and recent updates have removed features to put behind their subscription paywall. 

Ultimately this is a toy. It's not a sleep study, it won't provide you with better sleep, the information log on you is not life changing. The decent feature is the sound machine--which was stripped to the bare minimum that you can find almost anywhere else for a better value. Though I'm retrospect a lot of the tracks are obtrusively peaky for ambience and their samples too recognizable from the stock clips.

 Had they innovated their services to warrant an upgrade, or sold DLC, it might have been less of a problem. Instead they've chosen to sell me the app I've already purchased. It's disappointing. Do not recommend."
Kuya21,2021-12-16 10:04:32-07:00,2,0,Was expecting more,I like everything about it but what made me give this two stars is how i cant even go into the recording and listen to which ever part id like to. It picks the parts it thinks ur snoring/making movement which is fine but id still like to go through the recording myself and listen to all of it..
smitty2048,2021-12-15 19:20:58-07:00,3,0,Watch out if you change time zones!,I travel for work and I’ve noticed sometimes when you put in 3:00 it will show 1:00 for wake up. Not sure why as there are no settings for time zone. If I keep setting the time it will eventually pull itself out of this. Fortunately I have not relied on this too much without first checking what my awake time will be…
Me94atany,2021-12-15 04:22:15-07:00,1,0,Not letting me do 7-day trial,During the holidays they offer this deal where you can sign up and have 2 friends get it for free. Like how’s that a deal for me? What do I get out of it? I just wanted the trial to see if it’s worth paying for. I tried contacting them and there’s no way to do so. I tried going from the App Store to purchase it and that didn’t work. So I’m posting this here maybe they’ll see it
longshlongbrong,2021-12-15 03:28:15-07:00,5,0,Great but turn off the alarm that goes off when your phone is low battery,You will also get addicted to the noise and won’t be able to sleep without it. Highly recommend
Nil001,2021-12-14 21:28:58-07:00,5,0,Can’t live without it.,I have been using this app for the last three years. I can never wake up to any other alarm but this one!
Bam29278,2021-12-14 18:53:19-07:00,3,0,Recent Alarm Problems,"Have loved this app for years to help me wake up easily and without feeling so groggy, but in the past few weeks I’ve had two instances of setting the alarm and it never going off, once where I set it for a specific time and it went off ten minutes later than the latest wake time I set, and repeat problems using the only vibration feature (which I’ve used plenty in the past to avoid waking up my spouse). I’ve never had these issues before, but I will likely stop using the app as it’s not able to perform the features I’m using it for."
punpkin24,2021-12-14 12:28:00-07:00,1,0,I hate this app,I got this app expecting to love it and it somehow took $30 worth of my money when I never clicked purchase! And no one will get back with me! Absolutely ridiculous
Roiann19767,2021-12-14 05:50:02-07:00,3,0,Good App,I would of given it 5 stars but it’s very pricey. I like how it records when it hears me talk or snore. I like knowing what I sound like. Lol
sovaise,2021-12-14 04:42:13-07:00,4,0,It’s good but can be improved,"I’ve been using this app for more than 2 years and it’s decent in it’s tracking. I like the snore tracking and am not really sure what happens once I fall asleep so I can’t really comment on that part of sleep tracking. It does well with sound capture even though I use a CPAP machine.
The one big issue I found is the amount of time it says I’m awake when I go to bed before falling asleep. I’m asleep the moment my head hits the pillow. Well almost. However, the app exaggerates the amount of time I’m awake at the start of my sleep cycle. So in total it almost always says my sleep is less than what I actually get. I hope that gets better or a way for me to correct that time."
KerriT,2021-12-14 03:48:17-07:00,1,2,No Longer Reliable,"I’ve been using this app for a looong time and I loved it. Now all of a sudden, it just doesn’t work. I hit start, it looks as though it’s working, and then I wake up in the morning and it’s completely reset as if I never hit start. The first and second time I just assumed it was a fluke, but now it just keeps happening. Thankfully I use secondary alarms since this one decided to not work at all!"
JayKota,2021-12-14 03:18:56-07:00,1,0,can’t use at all unless you pay,"i was excited to try this app out but it seems they’ve put a pay wall for all of its features except using the ambient sounds to lull yourself to sleep, set a crappy alarm that doesn’t work, and look at how much time you were asleep. you CANT PLAY ANY SLEEP RECORDINGS UNLESS YOU PAY MONTHLY $3.99 OR 30$ ANUALLY. if it was a 3$ purchase to unlock a feature (which i only downloaded to have sleep recordings) i would just pay for the feature. i simply can’t fathom paying MONTHLY or ANUALLY for a service that isn’t even a streaming service or something i won’t even use THAT often."
stuffiires34677,2021-12-13 22:30:55-07:00,4,0,Good functions,"It’s useful for me to track me sleep. Mind you, I have the premium version. I recently found out I snore thanks to this app. 

P’S: am I the only one who feels like the music keeps me awake or wakes me up rather than helping me fall asleep? I associate birds chirping sounds to morning and my body doesn’t want to sleep."
Zizi_At_The_Rock,2021-12-13 21:01:08-07:00,5,0,So Easy!,This app is so easy to use and tells me  if I slept well or not I totally recommend this app for anyone!
SI1V3R,2021-12-13 08:32:25-07:00,4,0,Amazing app - 10 years of use thus far.,"I love this app, I’ve been using it since I got my first iPhone over ten years ago. You can set an alarm, or just let it measure sleep. There are options for smart alarms, or a specific time. The data supplied is amazing, I’ve gotten a much better sense of how long it takes me to fall asleep and what I need to do to sleep better. My only gripe is right now the app won’t open on new Apple Watch, once that is resolved I will happily change this review to 5 stars."
POedcreator,2021-12-13 04:21:17-07:00,2,0,Inaccurate sleep quality,"So the app said I was in bed for nearly 8 hours, but I was asleep for less than 6 hours. It also showed me waking up multiple times during the night, snoring, etc. It was a rough night.
But, it still gave me a “sleep quality” score of 97%? How in the world is that right? 
I’m still using it for the alarm, but I canceled my premium subscription. It’s not accurate enough to be worth paying for."
hmnfg,2021-12-12 19:01:39-07:00,1,0,Changed to Subscription Model,"I paid for this app way back when, and now they have transitioned to a subscription model. Frustrating🤷🏻‍♂️"
jihyeoh,2021-12-12 17:53:53-07:00,3,0,Why didn’t sleep record end?,"After I woke up, to end the sleep record swiped it but it didn’t work. Please fix it asap."
Jasmyn reviews✌️,2021-12-12 15:50:51-07:00,3,0,Can’t differentiate background noises,"I don’t understand why more reviews aren’t saying this, maybe it’s just a me problem. But more than half of my recorded sleep sounds are the TV in the background. I wish it could realize that the sound going on the whole time I have the sleep time on is in fact not me, but it doesn’t. Very annoying."
mother vic,2021-12-12 06:55:47-07:00,1,0,Doesn’t save if you don’t swipe up,"There is no where that it is said to make sure to swipe up in the app when you wake up to make sure to save the sleep data. I have a habit of closing out my apps and I did that on an important day I wanted to track my sleep and now all the data is gone for that night. It makes no sense to me since the recordings should’ve already been saved. As someone who paid for the yearly subscription this was extremely frustrating to literally WAKE UP TO and now I regret even wasting my money on this. Don’t waste your money on this, it even mistakes bird chirps for baby noises."
nrnrbr,2021-12-11 11:25:10-07:00,1,0,Garbage,"You would think that when an app says that it has premium it only has premium for what, 2? 3? Features. Well no. This app has it for LITERALLY EVERYTHING EXCEPT FOR HOW MUCH TIME YOU SLEPT. if you are looking for a sleep recorder don’t waste your time on this garbage app. If you have 29.99 for premium go ahead. Literal scam of an app"
Doc Halliday 7767,2021-12-11 09:05:30-07:00,3,0,Missing One major Option,"I have had the Sleep Cycle app for about a week and only have three days logged.  I have downloaded the Sleep Cycle app and like it so far. But I also have another Sleep app and am comparing the two to decide which one to keep.  So far the Sleep Cycle app is running a close second place. The main reason for this is the lack of automatic detection of me going to sleep.  The other app detects the approximate time I become motionless late in the evening. Most of the time it is spot on. Sometimes I have to edit the time which is no big deal. 
If Sleep Cycle wants to surpass the other app it needs the sleep detection function."
Happybunny48779,2021-12-11 07:25:50-07:00,1,0,Not worth it,You have to pay to get any of the features
brynn0609,2021-12-11 06:23:12-07:00,1,0,YOU CANT VEIW RECORDINGS WITHOUT PAYING,I used the app and i was excited to play back the 10 recordings of snoring and sleep talking only to find that none of them would play without purchasing a membership. Dissapointed.
emma daigh,2021-12-11 05:52:36-07:00,3,0,Alarm problems,"As much as I have enjoyed this app over the last 6 months of use, I have recently experienced a lot of problems with the alarm. It has not gone off at random times the last 2 months and caused me to oversleep. What used to be a really reliable app has started to flake on me. On the nights the alarm doesnt go off, the app also doesnt record my sleep. Its as if I never set it, but I am always positive I did. I had to start setting backup alarms on my phone in case. I hope this can get fixed because I really do enjoy the app."
Riskebiz,2021-12-10 22:38:28-07:00,5,1,Free version is nice,I like the alarm tones and windows. The sleep tracking and reports are interesting too.
layla in a house bored,2021-12-10 17:04:06-07:00,5,0,ok,this is terrifying but i’m getting it anyways.
Disappointed years-long user,2021-12-10 13:26:58-07:00,2,1,Heart rate measurement does not work with iPhone 13 Pro,"I have used this app for years on my iPhone 6s without many problems. Recently upgraded to iPhone 13 Pro, and the heart rate measurement, a premium feature that I use upon waking up every morning, no longer works most of the time."
dd3016,2021-12-09 11:44:43-07:00,3,1,Recent issues,"Used to be a great app, but over the past ten days it crashed three times. I click ""start"" and go to sleep, and wake up two hours late with no alarm and no ""journal"" for that night. iPhone XR. Never had any issues over the past two years."
Shelly168054,2021-12-09 06:32:24-07:00,5,0,Love this App but recently it stopped working,"I’ve had this app for a few years now and swear by it but in the last 2 days the alarm has turned off automatically by itself, causing me to wake up late. At first I thought I forgot to set it but last night I made a point to set it and noticed it was completely off this morning and there has not been any data recorded since Monday. Hoping this can be fixed."
DJLayinLo,2021-12-08 21:17:47-07:00,4,0,Attractive app,I’ve used sleep cycle off and on for years. I don’t get premium content anymore because I’m not fond of subscription based pricing. It is a good app that is worth trying if you’re curious about your sleep quality and waking at the most optimum time. The interface is very pleasing and functional. Free is feature loaded and the premium content is cool if you’re into the extra stats.
beaubur21,2021-12-08 21:10:14-07:00,2,0,Great start but got greedy,I’ve used sleep cycle since 2012 and have never had an issue with it. But the sudden paywalls and premium pushes are crazy. Spending $30 annually on an already paid app for sounds that were free for years? Just not cool.
SteveG01,2021-12-08 09:01:40-07:00,1,0,This app will record you while you sleep then try to charge you just to playback audio of yourself,"I shouldn’t have to pay to hear a audio of me they record, If I can’t hear myself you shouldn’t be able to record me and save my audio"
hdjsbwhwk,2021-12-08 06:33:41-07:00,1,0,DO NOT DOWNLOAD OR PAY ANY MONEY!!!,"I saw on tik tok that this app records all the sound when you’re sleeping, i saw the comments on the videos and they looked pretty convincing. I downloaded the app and started the free trial. First night using the app i started to record then the next morning i stopped recording i was trying to look for the recordings and found nothing. Let’s be honest here the reason you downloaded this app is to record sounds when you’re sleeping. WELL DONT THIS APP SAYS IT DOES BUT IT DOSENT!!!!!"
Scr3amoQu33n,2021-12-07 04:39:04-07:00,1,0,App has stopped working,It crashes in the middle of the night and the alarm doesn’t go off. This has happened at least 3 times a week for the past two months
bfbrurufbfhru76e,2021-12-07 01:18:51-07:00,1,1,Switched from Android after 5 years and have to pay again,Rip off
jamesat23,2021-12-07 00:29:21-07:00,1,0,Doesn’t work on IOS,Don’t bother. This app doesn’t work on IOS. No help from tech support.
durpister,2021-12-06 21:17:38-07:00,1,0,Time zone doesn’t update,"I have relied on Sleep Cycle for a long time and loved the app so far. However, it let me down immensely recently and made me late for work, causing me a lot of stress. I traveled to a different time zone, and the wake-up time chooser’s time zone did not update. I selected to wake up at 7:30am but the alarm was actually set for 10:30am, and I was quite late. 

I’m wary about using Sleep Cycle as opposed to my iPhone alarm now."
EmilySuzanne888,2021-12-06 18:08:44-07:00,5,27,Great app!!,"I really enjoyed this app and I think that it would be extremely beneficial for anyone who wants to be more educated about their sleep patterns or for people who are having a hard time sleeping. This app tracks your sleep cycles by tracking your sleep patterns and how often you wake in your sleep, move around, snore, cough, talk, etc. In the morning you can look back and see at what points/times you awoke and you can even listen back to audio to hear what you were doing in your sleep. It also has a function to gently wake you up when you’re in a light sleep. This would be helpful for people who have insomnia or who may think they have insomnia, due to it tracking how often you awake. It could also help with people who have anxiety of sleeping or falling asleep because you can rest assured knowing that it will record you all night and that you can hear everything the moment you wake up. there’s no wondering what happened while you were asleep, because the app will show/tell you. It could also help adults and children with ADHD who have a hard to going to sleep because it has a sound function to help you relax and fall asleep and again, you can hear everything that you did when you wake up in the morning."
KlausNinja,2021-12-06 05:51:20-07:00,1,0,Kills the battery,Installed this on my new iPhone 13Pro and seemed to work ok overnight with the phone on charge but forgot to turn it off this morning and after ~90 found my battery down to 50% with most of the use (55%) from sleep cycle!!!  Deleted it instantly!!
sexy potato godess,2021-12-06 04:58:17-07:00,3,0,Premium?,"I feel like having to pay a monthly bill to hear if you snore or not is a bit of a waste of money. I don't want any of the other features that come with premium and i feel like if you’re going to charge to use 90% of the app, you should instead put a price on the app itself rather than make people pay a monthly/yearly bill for the app’s features. I do appreciate that the price is low though."
Burly Blend,2021-12-06 04:28:15-07:00,1,0,Normally 5 stars,"But as others have stated, the app now crashes in the middle of the night and the alarm doesn’t go off."
Sweetnovember67.lc,2021-12-06 03:09:32-07:00,4,0,Auto on,"I wish you had a feature in which it turns on automatically at night. My iphone automatically goes into sleep mode. Sometimes I forget to turn sleep app on. If not an auto feature, maybe a notification or reminder alarm."
sjdjsikdjs,2021-12-06 00:53:47-07:00,5,0,Love it,Love this app so much all the sleep aid music and meditations and guides etc are soo helpful I have always had a hard time falling asleep and tried all kinds of things and was relying regularly on melatonin. Sleep aid has made it so much easier to help me sleep without needing any external substance. On top of the fact I love how it helps you track your sleep patterns!!! I didn’t even know I snored lol. Anyways best app ever 10/10 recommend I have never felt happy to pay for an app but this app is so worth it!!!!!
JD.0828,2021-12-05 22:16:34-07:00,4,0,Very good sleep tracker,I’ve used this app for almost 3 years now. So helpful w sleep aid & tracking. I wish they would update their sleep aids more often. I listen to the guides & stories to get to sleep & it would be nice to have more variety instead of listening to same ones. I also wish it would let you turn the volume low for the sleep aid but still be loud for the alarm in the morning.  —JD
Bittyshoo,2021-12-05 14:17:07-07:00,2,0,Not accurate at tracking sleep,"I really wanted to like this app but it is terrible at tracking when you are sleeping or awake. The other night I was wide awake and it said I was asleep. I have found it often will track me as asleep when I am awake. I feel it makes it seem like I am getting better sleep than I actually am which defeats the purposes of tracking it to improve it. I have tried it via the watch and via the phone and both are inaccurate. 

I gave it two stars because it does have nice features and reporting capabilities it’s just the data that isn’t accurate."
buckledflea,2021-12-05 06:39:20-07:00,1,0,a,it's so annoying because it's making me pay for everything i do
MD Mars,2021-12-04 21:49:41-07:00,2,0,Alarm didn’t go off … again.,"It’s happened about 5 or 6 times that the app quits in the middle of the night, so the alarm fails to go off. This happened the last two nights in a row. Fortunately, I woke up on my own shortly after the time my alarm should have sounded. It’s to the point, however, that I have to set a backup alarm, which is a huge annoyance since I love this app and paid for the upgrade. Sadly, I may need to look for a similar service that is more reliable."
Blbsthme,2021-12-04 09:05:06-07:00,1,0,Can’t get rid of it,"I liked this for a while - even signed up for premium. Then I didn’t use it for a while and tried to stop my subscription. All of the subscription apps on my iPhone have a ‘cancel subscription’ option in Settings - except for sleep cycle. I can’t cancel it. I tried to ‘contact’ the company on their website- but the email doesn’t go through. Also, I can’t delete the ‘account’ I set up on their app. Don’t get this app."
Best game ever72628,2021-12-04 07:58:25-07:00,5,0,Good But Be Careful,"Well, this app really does the job, but I just moved out of my house and here’s why. I was sleeping really good and woke up at 11:30, so I slept in late. I checked my phone and listened to the recording, but what I heard was horrifyingly scary. I swear I was alone in my house but what I heard didn’t sound like my voice, instead it sounded weird like a demon. I’m not sure but I heard it speaking and listened carefully, I was horrified because it said “they’re coming…” Nice app but still stay safe guys"
TTsutter,2021-12-04 06:14:25-07:00,1,0,YOU HAVE TO PAY TO HEAR RECORDINGS,Don’t waste your time downloading this app unless you’re ready to pay $25 a month to hear recordings when there’s apps I can literally do it for free or you can just use Voice Memos. Maybe they should put in the description that you have to pay to hear ANYTHING
Frustrated13579,2021-12-04 02:45:13-07:00,1,0,Bug! Will wake you at the wrong time,"I flew to a different time zone and due to a bug in Sleep Cycle I was woken at the wrong time. Fortunately I only lost some sleep, I could have missed my flight. I reported the bug and am waiting until they fix it. Meantime, I advise folks not to rely on Sleep Cycle if you travel between time zones!"
Woodbham,2021-12-03 04:43:36-07:00,1,0,Unreliable,I have used this app for a few years now but recently it has crashed a dozen or so times at night and left me without an alarm to wake me up. The app is great when it works but who can rely on an alarm clock that works sometimes!??
BobR52,2021-12-03 03:48:50-07:00,2,0,Sleep Cycle Broken,I’ve been using Sleep Cycle for four years. In the last six months something has gotten broken. Sleep cycle can no longer identify the modulations of my sleep. It shows that I go into REM sleep and stay there the entire night. Reaching out to customer support has been useless because they refuse to pass on my concern to higher authorities. This is a disappointing outcome to what used to be a great app.
LAV167,2021-12-03 02:46:38-07:00,3,0,Needs edit option,"This works well with my Apple Watch but it really needs an option to edit parts of the night when the user is actually awake and whether it’s the user making the sounds. 

My cat snores a lot, so it usually picks him up and says I’m snoring. Also, when I wake up in the middle of the night for an hour or so trying to get back to sleep, it records me as sleeping."
Kvallotton,2021-12-02 21:58:08-07:00,2,0,Used to be a great app,I have used Sleep Cycle for five years now and I just been awesome until the last two weeks. I set my alarm in the evening expecting it to wake me up in the morning only to find out that it stopped working during the night. I see I’m not the only one experiencing this problem. It would be awesome if the developer would just acknowledge one of us letting us know when this problem will be fixed. You obviously are you losing a lot of business. I really want to love this app again.
slipdipwhip,2021-12-02 19:10:57-07:00,5,0,Good,It’s good
NkK_,2021-12-02 05:29:46-07:00,1,0,It was great while it lasted…,"I have used this app for years and used to love it. It provided good (and accurate) insight into my sleep patterns, and the recordings helped diagnose my sleep apnea. I paid for a premium membership years ago, and now every day it’s asking me to “Try Premium” and making me log in to my account to access the features I’ve already purchased. In addition, it is no longer a reliable alarm. This morning, for the 3rd time in the last month, the app stopped a short time after going to sleep. Each time this has happened, I look at the log the next morning to see that it showed me asleep for about 30 minutes, then the app stopped."
aphh.,2021-12-02 04:19:12-07:00,1,0,Y’all are ridiculous.,It’s idiotic to make me pay to listen to myself sleep.
chicken 2231,2021-12-01 19:23:51-07:00,3,0,It’s not working anymore,I loved this app I enjoyed tracking my sleep. It was very interesting to me. The last few weeks it hasn’t been saving data from the night and I always turn it on. I thought maybe I didn’t but it hasn’t counted monday or Tuesday this week and know for sure I turn it on. Hopefully it’s fixed soon
review_name_1,2021-12-01 16:15:49-07:00,3,0,Performance issues,"First, the y-axis (vertical axis) for the sleep regularity graph is flipped.

Second, for some reason, and I can tell you that my sleep habits have not changed in the last few days; Over the last 4-5 days, my sleep quality has dropped from somewhere near the 80s to the 50s. Perhaps the app is too sensitive when it comes to detecting noises?

Third, the app keeps on recording ambulance sirens as me talking. Could you get that fixed too please?

Thank you."
Djkwlwowbd,2021-12-01 06:10:37-07:00,3,0,Good but keeps crashing,"I really like this app but it keeps crashing at night. I’ll turn it on & then it’ll crash while I’m asleep, so the alarm won’t go off. It’s kinda infuriating bc I really want to see my sleep quality for every day but it won’t have any info whatsoever on the nights it crashes. Hopefully the update will fix this"
Rakehellkat,2021-12-01 04:29:42-07:00,2,0,All the advice and advertising is really annoying,"I really like this app and used it years ago for a while.  Started using it again and I think it could be useful in decreasing any apnea from snoring.
But- it talks too much now, tips, adverts, everytime you use it it’s got something to say. For example- last night it flipped an ad to me right after I activated sleep mode but I would have had to click through the ad to actually have the phone start recording.  In consequence I didn’t get to track last nights sleep.
Also annoying because all the tips are basic boring stuff totally uninteresting to anyone who knows any science about sleep.
I wish there was a way to shut off tips, they make me angry 1st thing in the morning they’re so pedestrian and pedantic.  I wish I could turn off the ads they interfere with my use of the app.
It’s so disappointing bc the app is overall good but I wish there was a pay version without ads and tips.  Going to look for another app like sleep cycle but without the ads and ‘tips’ all the other incessant talking.  You’d think a sleep app would know how to be quiet lol!"
snotlover87,2021-11-30 21:05:13-07:00,4,0,I sleep talk,I sleep talk and this app tells me but I don’t have any money so I can’t pay to listen to what I say.
theZzzzzzzzzzz111,2021-11-30 09:29:45-07:00,2,0,Used to work,Been using this app for 5+ years…it’s never failed me until two week ago. Now 6 out of 7 nights the app crashes during the night which leaves me with no alarm. I find this extremely disappointing considering this has essentially been my only alarm clock for years. Unless the bug gets fixed in the next day or two I think I’ll have to finally give up on the app
Hollybomb,2021-11-30 06:49:39-07:00,1,0,Has Stopped Working,"Twice in a week, I’ve woken up late for work because the alarm didn’t go off! As soon as I open the app, it goes goes off for the first time of the day. 

I’ve used this app for over a decade, have absolutely it, and I don’t remember it ever failing me. I don’t know what has changed but I can’t afford to go to work an hour late!  PLEASE FIX THE PROBLEM!!! In the meantime, I’m off to find another alarm so that I can remain employed!"
k e l s o,2021-11-30 04:38:42-07:00,4,0,I don’t snore but my pug does lol,Wish they knew what a pug snore vs human snore was! If u have a pug it becomes inaccurate but this is fun for my own entertainment
Fred Maxfli,2021-11-30 04:35:08-07:00,5,0,Best Alarm Clock Ever!,"I’ve been using this app for years. It seems counter intuitive to get up earlier than absolutely necessary, but it works. Even when I need to get up at 4:30 am to catch an early flight. I use the alarm function that listens to my sleep pattern and wakes me up at the appropriate time. I always feel a refreshed as possible, I can’t remember a time where it hasn’t worked properly. 
I have recommended this app to multiple friends and would recommend to anyone considering a better nights sleep."
19chan85,2021-11-29 16:45:55-07:00,2,0,"Used to work great, now constant issues","My husband and I love this app and are on year 2 of our subscriptions. Really good data and information tracking to figure out when/why I didn’t sleep well. But recently it crashes overnight for no apparent reason. 
My husband has overslept several times because the app turns off and there’s no alarm, and he wakes at 5am some days. We have updated apps and phone software and still it continues. If we can’t figure out what’s causing it, I’ll probably cancel before our renewal in Feb."
wmdnfhsosm,2021-11-29 07:02:19-07:00,1,0,Snooze no longer works?,"One of my favorite things about this app was the “shake to snooze” where you could just shake or tap your phone to turn on snooze so you don’t have to actually unlock your phone and look at the bright screen. Since updating the app this no longer works. I can’t even find the setting anymore? Not only that but even unlocking my phone and physically pressing the snooze button doesn’t even work! So I was rudely awoken way too early today. I will not be using an alarm that I cannot snooze. That is absolutely ridiculous. 

Lately too I’ve been seeing several “baby fussing or crying” in my sleep sounds. I don’t have premium so I can’t listen to the sounds but I do not have a baby and I can assure you I don’t cry in my sleep so I’m not sure what that is all about. 

The app used to be amazing but it seems every update just makes it worse and worse."
Thegomez2345,2021-11-28 04:27:40-07:00,2,0,App used to be reliable,I have used the premium version of this app for 5 years without issue. Over the last month the app has crashed at least a few nights per week. They have been stuffing it with extra features over and I think this is hurting reliability. It is a sleep app. If it crashes and doesn’t wake you up that is a major problem. I am going to start looking for other apps as reliability is the most important function in a sleep app.
Emidowd,2021-11-27 12:22:56-07:00,1,0,Don’t download without fine print,"Alert to anyone distractedly using this app. I honestly do not know how it even ended up on My phone—I’ve never used it and it’s frankly not useful for me. Before I knew it, I was being asked to renew a subscription that I never even started. Be careful to note that this app is not free and WILL charge you AUTOMATICALLY if you don’t notice the email from Apple about the renewal."
crytpoguy,2021-11-27 02:38:09-07:00,2,0,Needs better integrations,"The yearly subscription and lack of sleep tracker integrations makes this definitely below par. I only use it for thr nice alarm. 

I'm disappointed that they have an Apple watch sleep integration but none of the popular sleep health tracker integrations like the Oura Ring which is made for sleep and is much more comfortable to wear when sleeping. 

Please add the Oura Ring integration and this would be an easy 5 stars!"
A. Ralston,2021-11-26 12:25:13-07:00,4,0,I Love It!,"This is the only app that has ever actually worked to help me wake up. I don’t wake, turn alarms off, then go back to sleep. I really never hear them until it’s too late. I don’t even have to set this at an outrageous decimal level. The half hour wake up window works!

One thing I think would be good is if you could edit your wake up time on sleep graph after you stop it each time. The reason is some times when I wake up and I’m not using the alarm, I forget to stop it and it shows an incorrect wake up time and hours asleep by the time I remember."
CryingGame,2021-11-25 06:33:49-07:00,1,0,Subscription,"Pay 29.99 a year just to hear what you’ve done in you sleep like snoring, talking, coughing, etc. Yea no thanks😒"
Freddy114,2021-11-24 11:58:11-07:00,3,0,"Great, wish it had one feature","I love this app. Waking up naturally in the proper sleep stage helps set the foundations for a great morning and day. 

One thing I REALLY wish it had, and is the only reason I have switched to a different app: a QR deactivated alarm setting. I wish there was a feature that let you have to scan a QR code in order to turn the alarm off. I would pay good money for that!! It would be the best of both worlds, and would guarantee a good morning. I don’t think it’s a difficult add, and would make the app that much more appealing."
pad126,2021-11-24 06:05:48-07:00,5,0,Refer Patients to Sleep Cycle,"I am a neuropsychologist and frequently refer my patients to sleep cycle to help assess and monitor the quality of their sleep, an important barometer of their overall mental and physical health.

Paul A. Dunn, PhD"
Nezteb,2021-11-23 22:01:52-07:00,1,0,Sleep aid sounds gone from entire app despite paying,"This app used to have various sleep aids of various kinds. My favorite were the long unexciting stories to lull you to sleep with a calming voice. Most of these aids are a paid premium feature, which I (still) pay for. Recently these have disappeared, leaving only sub-par (but decent enough) “ambience” noises to fall asleep to. I contacted support and they quickly replied saying to update the app manually, which I did. I told them it did not help, and thus far it has been radio silence from them. I’m hoping this review sparks some action. If they fix the issue the review will go to 5 stars, because other than this issue I love the app."
ConnorLordSoren,2021-11-23 21:13:30-07:00,5,0,I have used this app since 2014,This app changed the way I wake up. No more loud annoying alarms. For more than half a decade I haven’t had to worry about that. Get it. 100% worth it.
eunsht,2021-11-23 05:20:47-07:00,4,0,Great app but…,"I’ve used the free version of this app for years now and really love it, but I wish there was another level to purchase in between premium and free.  I don’t want to have another annual subscription but if I do, I don’t want to pay $30 for it.  I’m really only interested in the statistics and journal for a week at a time.  It also seemed kind of cruel to see that you’re coughing a lot at night and can’t listen to it to see if it’s even true unless you pay."
txsborn,2021-11-23 04:04:05-07:00,1,0,It’s stopped working two nights ago.,What the heck?  I’m paying for something broken ?
Qhenfienn,2021-11-22 22:40:16-07:00,4,0,Great App,"A great way to wake up gradually while monitoring your sleep state throughout the night. When it works reliably it’s a 5-star app, there have merely been a few times over the last few software versions where the alarm will freeze and not actually ever go off, which can be a risk for attempting to wake up early for something important."
tfsvhhvfr,2021-11-22 20:19:41-07:00,5,0,I use this App almost every night,Useful as a pleasant wake/up or as an approximation of the amount and quality of sleep I get. I’m an international airline pilot so both functions are helpful.
Maniapp,2021-11-22 20:17:26-07:00,3,0,Heart rate upon arising is flat line,Heat rate meter doesn’t work with newest update. Fix!
water and salt,2021-11-22 20:16:23-07:00,5,0,I love it! Thank you for creating this,💕
JamesOliver5188,2021-11-22 18:40:59-07:00,5,0,Simple and works!,Love the variety of music / sounds. Works well. Love the wake up time window!
