USER,DATE,STAR,LIKE,TITLE,REVIEW
Paolo/Jeweler,2022-01-10 05:17:56-07:00,5,0,Calming.,"I am on my fifth day I using the meditation platform Calm, I’m really enjoying the session so far, I can to be more relaxed and have much more energy during the day. Thank you…"
ggvnhf nb,2022-01-10 01:41:59-07:00,1,2,Everything cost money,I do load this to get “free” better sleep and metal Heath app and every single thing cost money and you can’t just buy like a story or a story pack you need to pay $70 a year to have any access to anything on the app I would much rather got to YouTube and have adds and such for free with many more options then this
i would not like to say,2022-01-10 00:00:12-07:00,1,0,Awful,"I saw this as an ad on TikTok and I have been having trouble sleeping, when I downloaded it I was disappointed. You can’t do a single this without paying $70 a year. It a money hungry app don’t download"
aubie777,2022-01-09 23:01:41-07:00,5,0,Centers My Mind,"I love love love this app. I am so grateful for it because it offers so many calming features for my restlessness, anxiety and too many other things to name.

This forces me to stop and take in the moment I am in.

Thank you so much for creating this app."
Nano_bird,2022-01-09 22:51:51-07:00,1,2,Exploitative,"This app has every potential to help people and their mental health. It’s obvious however that it has just been designed by another entrepreneur with the intention of getting rich. I find it shocking that the FIRST thing it tries to get you to do once you’ve finished a meditation is to share a quote to social media. This is encouraging the exact kind of behaviour that meditation is trying to relieve you from. It also does so under the heading “think about how it feels to check in with yourself”. I find it incredibly exploitative that after meditation, you are directed to “check in with yourself” by sharing a quote to social media. Clearly the app’s primary intention is to grow wealth for the owner. This should be the very last option someone sees, with mood diary, helpful links, etc coming first."
lindsayrobles,2022-01-09 22:35:57-07:00,5,0,review,perfect. i love it ❤️
sleeeep welll,2022-01-09 21:27:45-07:00,5,0,Awesome,"This is an awesome app and it is really relaxing and calming it helps you sleep at least for me, and the story’s on here are great."
saosinloverjulie,2022-01-09 20:57:19-07:00,5,0,I love it,Cured my insomnia. Please try
lol fan slala,2022-01-09 20:09:34-07:00,5,0,Calm,I love calm it’s calming and helps me sleep at night I love the kid stories.
😎🙁😜😣😎☹️🤓😫😝😖🤓,2022-01-09 19:50:25-07:00,1,0,Terrible,"I want to give it a zero but that’s not possible so I give you a one

EVERYTHING IS PREMIUM LIKE DUDE 70$ FOR IT EACH YEAR OR MONTH IDK BUT  I really thought this was a good add so I thought hey I can never sleep I’m gonna get it and I get it so excited and I look at the music all premium except for peppa pig and I don’t want that and then stories all premium 😩😩😩😩😩😩 PLEASE CHANGE THIS and I may get it again but most likely it will be a no."
BlaizeVonPeeps,2022-01-09 18:37:57-07:00,1,0,Used to be completely free,"Was a helpful app, awful you're charging now. 
This is one reason why it's hard to find real mental health assistance instead you find companies more interested in making a dollar off of the illnesses of others. Keep people sick to make money."
stormtrooper 1134,2022-01-09 18:08:59-07:00,5,0,Really good,I think this app really helps me with my sleep I feel calm.
Zuchinni34,2022-01-09 17:59:53-07:00,5,0,Mindfulness,"I cannot emphasize enough, how important mindfulness is."
mwade123,2022-01-09 15:18:01-07:00,3,0,Enough with the bird calls!,"Used to rate this app with 5 stars when waves were the background for most meditations.  I HATE the random, high pitched birds in the background."
we be photo fun,2022-01-09 05:31:39-07:00,5,0,Making life clear,When not to be influenced and when understanding time and gratitude and what is important and when to let go .
alison mcgee,2022-01-09 05:25:02-07:00,5,0,Great way to start the day,Breathe….💕
eliseparkison,2022-01-08 23:12:35-07:00,5,0,Cool App. Truly unlike any other. Kudos to the design team!,"I’m obsessed. I opened this app months ago and couldn’t commit to the yearly payment; however, I thought to myself that my therapy sessions are $10 less than this app and if I’m willing to pay some guy to talk to me each month, then certainly I can pay for this app that will help me on my journey to self clarity and gratefulness. I wasn’t quite ready before, but happy to be here now!

Best app ever- I promise I’m a reallll regular person. This app is the top notch app of our time."
InRoLa,2022-01-08 22:18:53-07:00,5,0,"I love this app, I totally recommend it ,",My mom and  I use it every night and it really helps me sleep and relax
Jayleen1715,2022-01-08 21:55:46-07:00,5,0,Love this app,So much relaxing music and can make you calm
онотолиумъ,2022-01-08 21:36:10-07:00,5,0,Rise of machines is coming!,The era of thing andvselfvreplenidh machines is coming!
bellakbear,2022-01-08 20:25:34-07:00,2,0,Need premium to do anything,"I know there’s a lot of good reviews and hate to be that one person who hates it, but this issue really annoys me. You can’t do anything with out the premium, it’s like the app just cost money but it looks free at first. I couldn’t find anything that was non premium, and it really annoys me."
rgnz2021,2022-01-08 20:15:15-07:00,1,0,Nothing is free,What’s the point of a free version of nothing is free except LeBrons mindset video. At least have something I can preview without having to sign up for a subscription.
Cs100,2022-01-08 19:31:52-07:00,3,0,Recent changes,"I am missing many things after the changes- daily trip of the last few days and the quick and easy list. I used one of these lists every day and now both are gone. Also need more meditations of 5 min or less, some days that is all the time I have."
adelle.db,2022-01-08 18:35:35-07:00,4,0,I love it but…,"I love this app and am a premium subscriber. However they recently removed the “quick and easy” tab which I used every single day! I will gladly change my review to a five star if I get my breathing and check ins back to where they’re easily located ☹️I know I can find them from the sliding menu but I really preferred having them right there. They have options that I don’t ever use (such as sleep stories, they’re great but not something I need) right there, but not something I used multiple times a day (breathing, gratitude, and check ins). I’m not sure why they made this change but I’m very disappointed with it. I also couldn’t find a way to connect with someone about this issue by email or on their help page"
Val.ivirgo,2022-01-08 15:05:17-07:00,3,0,Money,I like does downs in the breathing thing too but most of the things cost money. And so it’s basically saying that you have to pay just to be calm and relaxed.
rgmerkel,2022-01-08 13:48:20-07:00,5,0,It works,"""Rome wasent built in a day"", give it time, a week, a month?"
Grande Coles,2022-01-08 12:38:42-07:00,5,0,Good stuff,Good stuff. To be honest though sometimes I just want to watch the visual adds they have on Instagram and Facebook but I don’t see them.
RahjiAlbany,2022-01-08 08:50:17-07:00,5,0,Consistency is Key,"Calm is one of those tools that only require consistency. Everything that you need to make the app suitable for you and your needs is easily & readily available. Plus, the coaches & teachers are top of the line. Quality.
 5 Stars ⭐️⭐️⭐️⭐️⭐️"
Bingley52522,2022-01-08 08:34:09-07:00,3,0,New Homepage,"I’m not happy with the new look of the home page. You’ve tried to cram too much content on that page so that it now looks busy and cluttered, which is exactly the opposite of the name and theory behind calm. It’s also harder to find past episodes of the Daily Calm. Before the change, if I missed a session w Tamara or Jeff, I could simply scroll down to where their recent episodes… the ones I hadn’t listened to yet… were grouped. Now I have to leave the homepage to search for them. I get that you’re trying to offer new options to clients, but putting too many options on the home page makes it harder to find the stuff I come here for… maybe rethink the design of the app? More choices are not necessarily better…"
Papa.P.,2022-01-08 08:24:25-07:00,5,0,Lifestyle Impact,The content and practices that you can build through this app is worth every penny. With the right commitment you can change your life and learn how to balance aspects of life.
Ho im a bom bom but,2022-01-08 07:31:41-07:00,5,0,Get it,This is the best! I fell asleep in an instant  and it helped me with my anxiety a lot so I would so recommend
Super annoyed and aggravated,2022-01-08 07:14:37-07:00,1,0,Awful,"Don’t waste your time or money. This app is terrible. All the voices are annoying and it took me forever to find anything worth listening too. I have found so many actual free sleep meditations on YouTube and they are soooo much better.  Thought I would be able to get everything I was looking for on one app. Turns out there was nothing helpful here.
Hope that made since after my 2 hours of sleep for the night."
Sjehndndj,2022-01-08 05:30:22-07:00,3,0,Mood tracking is gone,"I love calm, it’s gotten me through difficult times but why would they remove mood tracking? You know what mood I would put this morning if I could track it?… angry…. Bc some UX designer is messing with my emotions for a stupid test, stop…

If I didn’t already buy the lifetime subscription I would legit cancel my subscription over this. 

Stop messing around with the interface, this is not a joke"
Provence 2016,2022-01-08 04:02:24-07:00,5,0,The perfect get-away,IIve used the app for three years and really enjoy all it has to offer. The sleep stories are particularly interesting and very effective.
marshmelioo,2022-01-08 00:50:53-07:00,1,1,money hungry?,"alright I was scrolling through TikTok and I find a ad about this app , me having trouble sleeping and it’s 1:50 AM rn I downloaded it and you have to pay for a lotttt of things not even the stories are free?? I can barely do anything"
judy-big-booty,2022-01-07 23:56:57-07:00,1,1,basically nothing is free,there are maybe three free things on this app. girl i dont got money to give to you i just want to sleep
angry tbh,2022-01-07 23:40:06-07:00,1,0,Have to pay to do literally anything,"I understand needing to pay for premium to enjoy the full possibilities from an app. However, it is ridiculous as a new user to load the app only to see tiny lock icons on every. single. sound. Seriously, tried to search “free” on the discover tab and found nothing. There must not be enough users to pay off those tv ads, so they’re making everything expensive to save themselves from bankruptcy. Get another app."
11:11-11:11-11;11,2022-01-07 23:31:20-07:00,2,0,You need premium,"You cannot do anything without premium:( I was looking forward to using the app but it’s really expensive for premium. I wish there were more free options maybe an add to unlock different stories? I don’t know, all I know is I wish I could use it because it seems like a great app (except for the premium part)"
Gigglebug1,2022-01-07 20:02:35-07:00,5,0,Great meditation,1 day after having this app I’m obsessed right when I started I felt relaxed and calm and  relieved. I highly recommend this app if you have anxiety and or have had problems relaxing in the past!
Josie bug don't juge,2022-01-07 19:39:56-07:00,5,0,Amazing app,"I listen to this app every night it me and my moms thing every single time we get mad we send each other and story. But please add children’s stories more often! Please write back, thank you!"
SmuttFox,2022-01-07 19:28:13-07:00,5,0,Can’t sleep without a sleep story,I’ve been using Calm for a couple of years now and it’s like a sleeping pill for me. Even if I’m having a bad night and wake up I have to turn on another story to fall back to sleep. It seems to keep my mind from racing. Love all that Calm offers on this app.
pomsky queen,2022-01-07 18:45:28-07:00,5,0,Sleep,"I have a hard time sleeping and now it is a snap, but I wish there was more kid sleep books"
mamagypsy3,2022-01-07 16:24:31-07:00,5,0,Finally found something that works for me!,"I’ve been having trouble with staying still and making time for myself. As a mother of 3, and a wife, I may have found what works for me! Finally!! This app makes me feel like I am my OWN person. Love this app. Definitely recommend it to anyone struggling with their Inner peace."
Alex in Wisconsin,2022-01-07 12:00:56-07:00,5,0,This app changed my life,I began my meditation journey in 2018 and I cannot begin to describe all of the changes that have come as a result of it. Start now. You won’t regret it.
E.Feliciano,2022-01-07 10:37:56-07:00,5,0,Going through a lot,“Calm” need I say more
Jaybee7414x,2022-01-07 07:36:05-07:00,4,0,Battery Eater-Apple TV Version Limited,"Nice overall app but it drains the IPad and if you’re into saving juice via Apple TV that interface is sorely limited with no sleep timer, less content, and no music categories."
porschee197,2022-01-07 07:35:25-07:00,5,0,Calms side effects,Calm is much more than a meditation device. It’s also a teacher that can help one with the everyday struggles that each of us faces during our lifetime.
4/1/17,2022-01-07 07:24:33-07:00,3,0,Do we get a free trial?,"Hello developer, I was wondering if you offer free trial at least for a week? On my app options, it says free calm app but I don’t see any free trial."
rdg😚😍😀,2022-01-07 06:04:52-07:00,5,0,Calm,Excellent app for meditation
Trice Dreams,2022-01-07 04:00:49-07:00,5,0,Recovery,Since 2019 Calm has changed my life in so many ways. It gave me the ability to take a good look at myself and provide the courage to move forward.. I’m a loyal listener and enjoy sharing my content with others
hdfbjjjbfryg,2022-01-07 02:41:03-07:00,1,0,Why I rate it 1 star,They need to make some stuff free because some of us just want to sleep but can’t because we have to pay. I don’t like the app. Hate it.
johnfrm92,2022-01-07 02:13:50-07:00,3,0,Why you gotta pay for everything,It’s good but why do I have to pay for a lot of this stuff
postmatesisgarbagebadcompany,2022-01-07 01:02:48-07:00,1,0,Don’t download theyre false advertising NOT FREE,It’s not free it’s 70$ a year. I think you know where you can stick your calm app.
gggvuyghgfvgggtyhb,2022-01-06 21:26:31-07:00,5,0,Great,It Helps me go to sleep easy!!!!!
tanya7113,2022-01-06 19:41:24-07:00,5,0,Great meditation app,"Great meditation app! 
My 6 year old loves falling asleep to the lullabies."
Mba student 7,2022-01-06 18:39:42-07:00,5,0,"Reduced tension and increased focus, mindfulness, presence","Love this app. I’ve been using it for 12-18mths and noticed and exponential shift in my focus, presence and mindfulness. I am able to be more attuned to being present in such a way that I am more aware, perceptive to the tiniest of what is happening in any experience or interaction. I’ve also been able to create more self discipline and bring my mind back when it drifts."
dx4010,2022-01-06 18:06:51-07:00,5,0,Super good,It helps me fall asleep every night and makes me calm when I’m bored or stressed
🌍🌏🌎🪐⚡️,2022-01-06 18:02:15-07:00,4,0,Great,"This is great if you can’t sleep, take 6 hours to sleep, love bedtime stories, or are like me and all of the above."
D lost,2022-01-06 17:16:34-07:00,5,0,Helps,"I suffer from autoimmune encephalitis, and depression. Calm helps me get through the night. It is a life saver in so many ways. Can’t thank enough. 
DC"
2baroden,2022-01-06 15:36:19-07:00,1,0,Nothing is free,Nonsense. Try to get you to sign up before you try!!
Victoria the Queen,2022-01-06 08:40:34-07:00,5,0,What convinced me it’s going to be worth it!,"I listened to Labron James introduction to how he cares for his mind, body & soul."
rosefromoregon,2022-01-06 05:00:54-07:00,5,0,Better than counting sheep,I put my iPhone on the pillow and play a podcast or a sleep story on calm. It’s a wonderful way to drift off to sleep. Or fall back asleep in the middle of the night.
Coolmom5115,2022-01-06 04:49:26-07:00,5,0,Thanks,COM has been fantastic so far I just started using it again and it’s really improved my mood my sleep my energy it’s been great thanks calm
membergj,2022-01-06 04:44:36-07:00,5,0,Balance,"I have been listening to Calm meditation and sleep stories for almost 5 years and is my go to app daily! The content is rich, a little something for everybody. It helps set my daily intentions which allows for better appreciation throughout the day in this over demanding and chaotic world we live in. Thank you Tamara Levitt and team for providing such an effective tool to create mindfulness and balance!!"
🍄🪴✨,2022-01-06 01:52:12-07:00,1,0,Have to get premium,You can even use anything without premium and they want you to pay 69$ a month..
Berta Rae,2022-01-05 22:28:08-07:00,5,0,Good ni,I am ready to go to bed. Sometimes I am so sleepy when I get under the blankets THEN I lie there with eyes wide open. This is when I turn on CALM and it does help me drift off to sleep… good night 💆🏻‍♀️.
bonmailey,2022-01-05 21:30:34-07:00,5,0,Calm,This is a great app
LushLitch,2022-01-05 21:28:30-07:00,5,0,Love the new daily move!,Love the new daily move Rey it!
Superhhjhgghjfvcufjwvduf,2022-01-05 19:25:16-07:00,5,0,GET IT!…But,It’s great but I want some Marvel related story’s
KrissyHamill,2022-01-05 18:07:04-07:00,5,0,Krissy’s meditation app,I like this app because it helps me get my broken knee off my back❤️
Haprelax,2022-01-05 17:27:50-07:00,5,0,Excellent Results!,"I have never been one to buy into things like meditation as I just didn’t know anyone using it and therefore, didn’t think it would have much of an affect. After 32 consecutive days of meditating, I am literally shocked at the difference in clarity and focus I’m experiencing. I am getting much more accomplished every day and I’m able to relax more and feel less overwhelmed by life as I’m living it much more in the moment. I’ve been searching for solutions to “life’s puzzle” as far back as I can remember and I think I may have finally found the answer. This is exciting!"
Kaoss_s,2022-01-05 11:08:28-07:00,5,0,Great app,This app has changed so much over the years and it’s keep getting better. So many mini-courses available to suit the need. And it’s easy to keep up the streaks. App designing is also fantastic
3sonshines,2022-01-05 09:40:05-07:00,5,0,Please add buddy feature,"I love both the Calm and Headspace app. I strongly believe in accountability partners. I wish Calm would add the “Buddy Feature” that Headspace uses. I have more friends that use Calm, so really would love Calm to add this feature. Thank you!"
Cmbandoni,2022-01-05 07:05:01-07:00,5,0,Excellent app for beginner to experienced,"I pay for this app and it’s worth it! There is excellent content in many areas. I also like the different timers they offer. Give it a try, you’ll be glad you did."
Spirit Junky,2022-01-05 06:45:32-07:00,5,0,My Go To,"I connect with Calm every day. It has been a wonderful way to ground, unwind and leave my day behind me. I have come to depend on Calm for self care. It balances me so I can survive this crazy, unpredictable world."
surgite1971,2022-01-05 05:52:42-07:00,5,0,Calm has been a soulsaver,"Was going to put “lifesaver” but more so, Calm has helped guide my thoughts and actions towards a more serene and fulfilled lifestyle. I look forward to the Daily Calm first thing every morning and really enjoy the frame of mind it helps me achieve. 

Like many, my work now is based from home so I’m at my desk for 8+ hours every day. This app has helped keep my mind peaceful and focused. I truly enjoy it."
Armyman103,2022-01-05 05:28:59-07:00,5,0,33 and new to meditation,I have never had a guided meditation before this and now realize the techniques they are teaching are what makes me feel so good about a cardio exercise- it’s all about breathing and awareness
SkinnyVi,2022-01-05 05:13:19-07:00,5,0,It’s everything and more than they say it will be,"This app helps me stay grounded. I fall asleep to the sleep stories and I never know the end, but that’s a good thing. I love the calming sound scapes and the meditations are perfect for my life"
Kivarae,2022-01-05 03:22:18-07:00,3,0,Day one,Nothing that I don’t get from The Bible.
jjptjgpt,2022-01-04 22:03:46-07:00,5,0,Calm is the best sleep story,Helps me go to sleep quickly.
dottaDom,2022-01-04 21:19:24-07:00,5,0,Calm app,Bumped upon my tv as a commercial & literally did nothing  for 30 seconds
Don't pay for respect points,2022-01-04 20:05:59-07:00,1,0,Lo peor,"La peor aplicación del mundo no hay ni un solo video gratis, todos son de pago si no tienen dinero no la descarguen"
ha+ty,2022-01-04 14:26:20-07:00,5,0,Helped,It has helped the couple times I’ve listened to it today
jusarando,2022-01-04 12:53:02-07:00,1,0,Waste of time,I was looking for free meditation apps and this popped up. I read the in app purchase but I didn’t think they meant if you didn’t subscribe the app is useless. You download..login.. and then they ask for you to pay then if you think you can skip you can’t because all of the resources are under the subscription.
snoopnmilo,2022-01-04 10:30:22-07:00,5,0,I LOVE CALM,Calm is the Best relaxing n help falling n Staying asleep app
mb5623,2022-01-04 10:25:39-07:00,1,0,Recent Daily Calms missing,Very disappointed that recent Daily Calm meditations are no longer on front page.
T.Jay8898,2022-01-04 09:22:36-07:00,2,0,Money,You have to pay for premium to unlock most of the app you’ll do better looking up things on YouTube
hehb17273,2022-01-04 09:09:48-07:00,5,0,Love this app!,"So grateful for this app! It’s grounding, it’s a restart, it’s anything you need it to be for your spiritual journey"
Finny$$$$,2022-01-04 07:27:21-07:00,5,0,Peace,I decided for a New Years resolution to mediate I am on day 3 of the series learning to meditate and it is very calming and peaceful and helping get rid of some ugly places I have been?
Atlascolorado,2022-01-04 07:15:31-07:00,5,0,Getting better with time. Especially after pausing my practice with this app.,Loving the reflection enhancements
reikadter,2022-01-04 06:59:04-07:00,5,0,Iam homebykieth inba,I find this to be most excellent and calming
lod si vfg,2022-01-04 01:56:53-07:00,5,0,Mindfulness,This app genuinely helps with any mental health issues you might have. It offers multiple categories depending on what mental issue you struggle with. Also this app helps cope/mange this said issues to improve life. Give it a try and you will not be disappointed. Seriously.
TVallesC,2022-01-03 23:36:29-07:00,5,0,Lifesaver,This app has literally been a godsend. I am able to fall into REM sleep much faster and wake feeling rested and energetic.
not free 19,2022-01-03 23:04:10-07:00,1,0,You must pay for everything.,"You’re having a hard day and see the ad. You download but wait, you have to pay for even a relaxing sound.  There are good free apps out there"
5stars because its amazing,2022-01-03 22:11:12-07:00,5,0,Great app,I will never hear the end no matter what story it was❤️❤️❤️❤️💕💕💕💕💕♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜
too many fandoms :),2022-01-03 21:51:30-07:00,3,0,About $50 for the fun,"Overall, it’s not worth it if you aren’t willing to pay $40 to $60 (depending if you can catch a price decrease). I’d say there are about 6 things open for meditation, stress, sleep, etc. and they will show you everything that is locked so it’s tempting to pay for it."
blueeyed Vinnie,2022-01-03 20:56:59-07:00,5,0,Easy,Very easy to follow and enjoy
GingyMarie,2022-01-03 20:25:43-07:00,1,0,Trash,I trialed a few different sleep apps to help me fall asleep a few months ago and tonight I thought this app was the one that I absolutely loved so i decided to bite the bullet and subscribe to it.. Oh how wrong I was. It’s terrible. The voices they have doing the meditations to sleep are like nails on a chalkboard and it actually increased my anxiety. So here I am.. an hour and half later after trying several different medications worse off than i was before i subscribed to the app. Hopefully apple will refund me for it.
Mainelover229,2022-01-03 20:19:14-07:00,5,0,Should Have Gotten My Membership Earlier,"I wish I got my membership years ago. I absolutely love the content on Calm- meditations, sleep stories, yoga, music. It is so therapeutic and gets me though rough days, picks me up on bad days, and makes good days even better."
CatDadLew,2022-01-03 20:16:29-07:00,1,0,App of HATE,"They use a racist spokesman. Obviously Calm is ok with using a spokesman that pumps for a company that uses underpaid,  child laborers in third world conditions. Hope this CALMS you."
Bri_The_Second,2022-01-03 19:51:12-07:00,2,0,The sleep stories lack diversity,"This app is useful, but it would be nice to hear sleep stories written by professional Black authors like Maya Angelou, Alice Walker, and Toni Morrison rather than only LeBron James.  No offense, but if the people behind this app can add passages from literary greats like Kate Chopin, Jane Austin, and William Shakespeare, then they can add more diversity by saving space for excerpts from Black & Brown best selling authors too."
flower Nichols,2022-01-03 18:08:30-07:00,5,0,My thoughts on calm. By Flower age 10,"Calm has everything sleep storys  meditations and more new things are added constantly and the app itself is easy to use.

                                   😊"
chubwunkers,2022-01-03 17:59:28-07:00,5,0,Calm,Is very relaxing and I feel refreshed
iggysc,2022-01-03 11:26:29-07:00,5,0,Thank you Calm,I have been using this app for two or 5 years now but last year during the pandemic it has been exceptionally helpful. I would highly rated the music and daily meditations. I keep wanting to hear a bedtime story but never made the time but I’m sure that’s awesome too. Mark Agnello
suzybearspirit,2022-01-03 10:19:25-07:00,5,0,Life awakening,This simple little app is both life changing and awakening. If you are searching for space and light to invade your soul… this app gently leads the way. It helps you find the quiet calm in all this chaos we create. This app has helped me find a path through the darkness.
liz-ard 16,2022-01-03 08:20:06-07:00,5,0,Peace in ur pocket,"I feel like the calm staff are my personal mentors
I feel like they are speaking to me and guiding me individually 
There is something for any mood
A breathing exercise to ground
A masterclass to expand my knowledge 
A sleep story to help guide me gently to sleep
Thank u calm- u changed my life"
Yomes123,2022-01-03 07:30:30-07:00,1,0,A stressful meditation app,It feels like logging in to Netflix. You'll spend longer looking for the right guided meditation than actually meditating
zghrtknae,2022-01-03 06:19:28-07:00,5,0,Jeff is amazing!,"I absolutely LOVE Jeff Warren and the Daily Trip!!! He is so wise but carries his wisdom so lightly, I feel like we are just two friends sitting and meditating together.  I always struggled with Tamara’s delivery, her way of talking felt affected, I just wanted her to talk like we were having a normal conversation. Jeff does just that!  If you haven’t yet tried the Daily Trip, go for it! You will be blessed and refreshed!"
Tapiera,2022-01-03 04:42:42-07:00,5,0,Worth it,Of all my paid apps this is the one that I never consider canceling. I always come back to it. In my opinion it's the perfect way to learn and start practicing meditation. Peace
realdeal2018,2022-01-03 04:20:52-07:00,1,0,Rip Off Report!,"First I have a bunch of trouble sleeping, especially while traveling.  I usually listen to podcasts of the story telling variety to fall asleep.  I thought I’d give this a shot - now I’m out $74.43.  You get sucked into a subscription there is, of course, no notification to cancel when the trial is nearly up.  There is plenty of content it’s jus not good.  Like not at all.  Very disappointed with the content and the “swindley” way the subscription worked.  There is nothing I find calming or soothing about this - if anything they talk so slow and with so many adjectives it’s irritating and hard to stay in the moment of a story."
Shanks14,2022-01-03 03:16:17-07:00,5,0,Great Meditation App,This app has caused a dramatic shift in the way meditation has influenced my day to day processes. Thanks to this app I have experienced a level of consistency I never thought I was capable of. 185 days straight without missing a session.
Qian Qi Ru,2022-01-03 02:44:06-07:00,1,0,Just a little question.,"I have been trying not to think about money, and all it’s recent problems it’s given me due to my health, and I just wanted to sleep. Was there a better way to let me forget about it all as soon as I opened up the app without offering me things immediately about subscriptions and payment options?"
Best in the world cm punk,2022-01-03 01:32:51-07:00,5,0,Best app ever,I downloaded this app because I had trouble sleeping but not anymore I now get the best sleep of my life
Waawaaman,2022-01-03 01:13:26-07:00,1,0,Woke culture,This is why I stopped using this app.  I don’t want politics in an app that I pay for.
anvivian,2022-01-02 20:50:26-07:00,5,0,Great app,"Always helps me fall asleep at night, are used to struggle with falling asleep most nights but the sleep stories in particular have helped me to overcome that, I also enjoy the meditations are. I also like how often new stories are released. Definitely recommend paying for the subscription"
mlg123ducks,2022-01-02 17:21:37-07:00,4,0,its good but theirs premium,i love ot i sleept in 10 minutes but i dont like the fact that there’s premium
<o-o> y e s,2022-01-02 15:49:44-07:00,3,0,Nice app but,imagine paying for a focus/sleep/other app for the maximum 95 dollars kinda going overboard with the stupid subscription that you literally have to get otherwise you can't play anything other than that it's pretty good but Jesus dude that's really overpriced just for  an app
Bobalinka,2022-01-02 13:34:06-07:00,2,0,Disappointed,"I have problems sleeping. Decided to try this app and see if it helped. If it did I was going to purchase the premium membership. Unfortunately when I opened the app I could not find anything without a lock on it telling me I had to buy the membership. Now I do buy memberships to photo, calendars, games for my granddaughter etc but every app I’ve bought into gave me a basic version  to try out. After spending 15 minutes trying to find something I could try out to see if I wanted to buy in, I got aggravated and deleted the app."
BradleyBK,2022-01-02 08:16:21-07:00,4,0,Finding Advanced Content,"It can be tricky to find advanced meditation content. A lot of the sessions stay basic, and do not get super “meta” in their analogies and commentary. However, I do very much enjoy using the app for my quick morning meditation after waking up."
sbw67,2022-01-02 08:06:44-07:00,1,0,HORRIBLE APP!!,I downloaded thinking it would be calming and soothing but #1 almost all sessions are locked #2 I’m not paying for premium #3 the ones that aren’t locked are not soothing at all. Why do they expect that if they locked all of the vids except for 1 or 2 and make them bad that we will pay money for no reason over all horrible app DO NOT DOWNLOAD!! Ps 1 star you will see what I am talking about it’s just a big wast of time
Dog5566,2022-01-02 07:22:03-07:00,1,0,Not Helpful! PLEASE READ!!,"I just downloaded Calm this morning to help ease my stress for school. My anxiety gets REALLY BAD and I thought this app could help. I got Calm because I thought it would “calm” me. When I started using it, I could barely find anything that doesn’t use premium. The Collections I want to use, I can’t, because they’re PREMIUM!  I don’t have the money to pay for an app like this and I’m sure other people can relate. 

What I’m saying is - MAKE MORE THINGS AVAILABLE FOR FREE IN THE APP!  It would really benefit stressed people like me who can’t afford premium."
NJD'A,2022-01-02 07:10:50-07:00,2,0,Huge pressure to buy before you try,I’d like to try the app and get familiar with it decide if I want to be a premium subscriber - but the incessant interruptions and pressure selling tactics is stressing me out big time.
amymcc123,2022-01-02 06:23:19-07:00,5,0,Best Purchase Ever!,"The best purchase I continue to make each year! I’d purchase it just for the guided meditation - the music, scene scapes, quotes, stories are icing on the cake! I feel like Tamara is a friend;)"
$hawttyy Key,2022-01-02 03:48:47-07:00,5,0,Healing,This app I would definitely recommend a 5 especially when I got this app at the beginning and listen to the story and the sounds at the same time is the best type of cleanser that my body ever needs. When you listen to this app it make your body feel so relax and refresh. I just love it 😍😍
eliann,2022-01-01 22:42:03-07:00,1,0,Dr. Lopez on migraines,"Oh my gosh...I was really needing some help with my excruciating migraine.
All this guy did was say MIGRAINE and PAIN too many times!!
Frustrating!!  Didn’t help or take my mind off my pain at all!!!!
He needs to dive right in with calming therapy and not repeatedly saying MIGRAINE and PAIN!!!!
What a joke.  No help at all."
Sarie111,2022-01-01 22:25:15-07:00,1,0,Annoying voices/people,"Not great, I’d ratherListen to some meditation CD’s with rainforest music or ocean waves or something"
Britters54,2022-01-01 20:23:25-07:00,5,0,Could not sleep without it,Absolutely worth $70 a year. The sleep stories are amazing. I cannot fall asleep without it. If I could give it 10 stars I would!
Pnk_2,2022-01-01 19:51:55-07:00,1,0,Money money,One or two nice sounds but literally everything else is buy to unlock!
makeupbri,2022-01-01 16:55:41-07:00,5,0,A little slice of peace,I downloaded this on the recommendation of a coworker but never thought I would really use it. With COVID-19 taking over the world and all the stress that has come with it I have had a hard time sleeping and my brain just doesn’t stop. I started by listening to the Disney piano playlist and it help me fall asleep at night. I then just started to explore the app and all the great things it had that have helped me breath relax and shut my mind off not just at night but during the day just taking a break to recenter has be a nice way to bring some positivity and light in.
fvj;57gui:($fhi:&,2022-01-01 13:27:56-07:00,5,0,Yay,I love it.it’s so relaxing!!!!!
loliloveslife,2022-01-01 10:02:44-07:00,5,0,I love this app!,This is my favorite app! I use it daily to meditate! I love it! I buy it for people I love & talk about how much I love it often:)
Norway Von,2022-01-01 09:05:05-07:00,5,0,"Love, love, love",It is my favorite of all apps.  Like an old friend willing to go on new adventures.
jvcv694,2022-01-01 06:47:24-07:00,5,0,Calm soothes,Calm a perfect way to start my day!
Lisa Vz,2022-01-01 04:49:26-07:00,2,0,Meditation,I am new to meditation.   They’re all pretty much the sane.   Must take getting used to.
touchstone411,2022-01-01 04:22:12-07:00,5,0,Love love love calm,Best money spent
amber blu,2022-01-01 03:28:58-07:00,5,0,First purchase of 2023,Amen
allieplays4444,2022-01-01 00:49:24-07:00,2,0,i cant use anything in the app without a subscription,"i cant find anything to listen to for free, and i don’t have the money for a subscription, so i cant really enjoy the app"
