타임스탬프,나이가 어떻게 되시나요?,성별이 어떻게 되시나요?,현재 어떤 신분이신가요?,수면과 관련하여 어려움을 겪으시나요?,스마트 워치를 사용하시나요?,스마트 워치를 차고 주무시나요?,수면 어플을 써보신 적이 있으신가요?,어떤 어플을 쓰셨나요?,어플을 사용하신 이유가 무엇인가요?,가장 잠이 필요한 시기나 순간은 언제인가요? (ex. 시험 기간),잠을 잘 못 잘 때 어떤 방법으로 해결하시나요?,가장 잠이 필요한 시기나 순간은 언제인가요? (ex. 시험 기간),잠을 잘 못 잘 때 어떤 방법으로 해결하시나요?
11-27-2021 22:39:30,25,여성,시험 준비생,8,예,예,아니오,,,,,시험준비를 위해 규칙적인 수면패턴의 필요성을 느낌=일상,억지로 노력하지 않고 휴대폰
11-27-2021 22:48:52,22,여성,학생,3,아니오,아니오,아니오,,,,,주말,눈을 감고 노래를 듣는다
11-27-2021 23:22:35,22,여성,학생,2,아니오,아니오,네,"슬립사이클도 썼고, calm이라는 명상 어플로 수면유도명상 애용해요!",수면 분석 리포트,바쁠 때??,정신력으로 버텨요..,,
11-27-2021 23:26:46,50,여성,주부,5,아니오,아니오,아니오,,,,,다음날 중요한 일이 있을때,수면제에 의존
11-27-2021 23:55:14,22,여성,학생,8,아니오,아니오,네,슬립사이클,수면 모니터링,항상 ,수면유도음악 듣기,,
11-28-2021 0:19:02,26,여성,취준생,10,예,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",일상,잘때까지 눈감고 누워있기 ,,
11-28-2021 1:08:57,24,여성,직장인,10,아니오,아니오,아니오,,,,,10년이상 수면장애를 겪고 있어 늘...,최근에 수면영양제를 구입했어요ㅠㅠ
11-28-2021 1:27:07,25,여성,학생,8,아니오,아니오,아니오,,,,,시험 기간,
11-28-2021 1:56:55,30,여성,직장인,8,아니오,아니오,네,오토슬립,수면 모니터링,너무 피곤할때(몸이 안좋을때),"향초 태우기, asmr 틀기",,
11-28-2021 7:46:19,24,여성,직장인,7,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",생활패턴이 바뀔때(3교대근무),새벽을 샘,,
11-28-2021 9:56:53,21,남성,기타,6,아니오,아니오,아니오,,,,,퇴근후 비번,Asmr
11-28-2021 9:57:35,22,남성,학생,6,아니오,아니오,아니오,,,,,"시험기간, 지금 공부할 시기",무조건 눈감고 그대로 있어 본다
11-28-2021 10:35:54,24세,여성,직장인,7,아니오,아니오,아니오,,,,,마음이 복잡한 날에,책을 읽거나 asmr을 들으며 잠에 집중한다
11-28-2021 10:36:56,54,여성,주부,1,아니오,아니오,아니오,,,,,매일,
11-28-2021 10:50:35,19,남성,시험 준비생,7,예,아니오,아니오,,,,,"평상시, 시험 기간","그냥 쉬는시간 등 쪽잠을 자거나, 박카스 등으로 버팀"
11-28-2021 11:13:51,22,여성,학생,2,예,아니오,아니오,,,,,오후 11시,유튜브
11-28-2021 11:59:28,52,남성,직장인,8,예,아니오,아니오,,,,,골프약속,로또당첨 상상
11-28-2021 11:59:36,27,여성,시험 준비생,7,예,예,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",시험기간,유튜브 수면영상,,
11-28-2021 12:08:46,25,여성,직장인,3,아니오,아니오,아니오,,,,,"주말, 오전에 잠을 많이 잔 날",안잔다ㅠ
11-28-2021 13:48:47,36,남성,직장인,7,예,아니오,네,슬립사이클,수면 모니터링,피곤할땨,노력형,,
11-28-2021 13:53:52,27,여성,직장인,3,예,아니오,네,유튜브,수면 유도,출근전,못함,,
11-28-2021 14:07:21,19,남성,학생,8,아니오,아니오,네,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",고민거리가 많은 시기(잡생각이 많아서 잠이 안옴),키보드 asmr,,
11-28-2021 14:16:29,만 21,남성,학생,5,아니오,아니오,네,Sleep as Android,"알람, 수면 모니터링, 수면 분석 리포트",요즘이요. 아르바이트 때문에 새벽에 강제기상해야됩다. 이런생활도 벌써 1년째. 정신병 걸릴 것 같아요. 그냥 차라리 군대로 돌아아가고싶네요.,그냥 자는걸 포기하고 다음날 저녁에 잡니다.,,
11-28-2021 14:43:45,23,여성,학생,9,아니오,아니오,아니오,,,,,다음 날 중요한 일정 있을때,"오디오북 듣기, 도지 켜놓기, 수면 에센스 쓰기"
11-28-2021 15:18:12,24,남성,취준생,6,예,예,아니오,,,,,"면접 전, 과제 제출 전날",클래식 음악을 틀고 자거나 자기 전 운동을 합니다
11-28-2021 15:47:59,31,남성,직장인,7,예,아니오,네,필로우,"수면 모니터링, 수면 분석 리포트, 수면 유도",야근후 다음날 일찍 출근해야 할 때,"ASMR, 수면안대 ",,
11-28-2021 17:45:41,31,여성,직장인,7,예,예,네,오토슬립,"수면 모니터링, 수면 분석 리포트",스트레스 받을 때,낮잠 또는 주말에 몰아자기,,
11-28-2021 17:53:20,23,여성,학생,8,아니오,아니오,아니오,,,,,시험기간,잔잔한 노래를 튼다
11-28-2021 18:02:52,23,남성,학생,6,아니오,아니오,아니오,,,,,시험 기간,그냥 누워있기
11-28-2021 18:52:06,22,여성,시험 준비생,7,아니오,아니오,아니오,,,,,매 순간...,"유튜브 ASMR, 잠 올때까지 공부 더 하거나 책 읽기"
11-28-2021 19:20:10,23,여성,직장인,3,예,아니오,아니오,,,,,오전  출근,asmr 듣기
11-28-2021 21:36:27,29,남성,직장인,8,예,아니오,네,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트, 수면 유도",평일,호흡법,,
11-28-2021 21:53:28,28,남성,직장인,7,예,아니오,아니오,,,,,평소,뒤척이다 잠
11-28-2021 22:09:20,14,여성,학생,3,아니오,아니오,아니오,,,,,"시험 기간, 다음 날 약속",이불로 얼굴을 봉인(?)한다
11-28-2021 22:33:29,30,여성,직장인,3,예,아니오,네,스노어랩,"코골이, 이갈이 등 녹음",평일,유튜브보기,,
11-28-2021 22:56:17,26,남성,직장인,7,아니오,아니오,아니오,,,,,전날 잠이 부족했을 때,양세기 백관호화이팅
11-28-2021 23:15:45,18,남성,학생,8,아니오,아니오,아니오,,,,,시험,"쪽잠, 숙면 주파수"
11-28-2021 23:19:46,39,남성,직장인,6,아니오,아니오,네,스노어랩,"코골이, 이갈이 등 녹음",접대후,숨을계속크거쉼,,
11-28-2021 23:41:27,24,여성,학생,10,예,예,네,오토슬립,수면 모니터링,시험 기간,밤샘,,
11-28-2021 23:54:11,23,남성,학생,7,아니오,아니오,아니오,,,,,다음날 일찍부터 일이있어서 일찍자야할 때,그냥 뒤척여요
11-29-2021 0:09:28,21,여성,학생,3,예,예,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",매일 밤,유튜브보거나 피아노반주 등,,
11-29-2021 0:13:52,26,남성,학생,8,아니오,아니오,아니오,,,,,시험기간,피곤한채로 하루를보낸다
11-29-2021 0:28:40,25,남성,학생,7,예,아니오,아니오,,,,,시험기간,잠이 들 때까지 핸드폰을 봐요
11-29-2021 0:30:13,14,여성,학생,7,아니오,아니오,아니오,,,,,"축제, 캠페인 전",노래 듣기
11-29-2021 0:32:39,23,여성,시험 준비생,10,예,예,네,오토슬립,"수면 모니터링, 수면 분석 리포트",시험 시간,밤을 새거나 집안일,,
11-29-2021 0:34:19,23,여성,학생,7,예,아니오,네,필로우,"수면 모니터링, 수면 분석 리포트","시험기간, 과제가 끝난 후","따뜻한 물 마시기, 샤워하기",,
11-29-2021 1:03:33,26,남성,학생,6,아니오,아니오,네,슬립사이클,"알람, 수면 모니터링",바빠서 규칙적인 수면이 힘들 때,하루 날을 샌다,,
11-29-2021 1:28:26,24,여성,직장인,8,예,아니오,아니오,,,,,마감근무후 오픈일때,잠이들때까지 눈떠있기
11-29-2021 1:30:51,26,남성,직장인,7,아니오,아니오,네,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트",일요일 밤,명상,,
11-29-2021 2:26:55,23,남성,학생,8,아니오,아니오,아니오,,,,,시험기간. 사실 평소,포기한다. 졸려서 쓰러지기 직전까지 폰 보다가 단말마의 비명과 함께 쓰러짐.
11-29-2021 2:46:53,22,남성,기타,7,아니오,아니오,아니오,,,,,피곤한데 잠이 안올땨,따뜻한 우유 마시고 운동해요
11-29-2021 2:58:00,24,여성,취준생,8,예,예,네,오토슬립,수면 분석 리포트,중요한 일정 전날,유튜브 재생,,
11-29-2021 3:34:03,22,여성,학생,6,아니오,아니오,네,슬립사이클,"수면 분석 리포트, 코골이, 이갈이 등 녹음",시험기건,백색소음,,
11-29-2021 5:25:51,22,남성,학생,3,예,예,네,오토슬립,수면 분석 리포트,시험기간,책읽기,,
11-29-2021 8:35:01,29,남성,직장인,7,예,아니오,아니오,,,,,몸이 피곤할 때,술 or 수면유도제
11-29-2021 9:19:01,22,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,일정(시험) 끝나고 몰아서 잔다
11-29-2021 9:41:49,25,남성,직장인,3,아니오,아니오,아니오,,,,,매일 일찍 자고 싶음,그냥 눈 감고 있음
11-29-2021 9:45:32,27,남성,직장인,2,예,아니오,아니오,,,,,매일매일...,478호흡법 또는 온몸에 힘을 빼는 방법
11-29-2021 9:50:16,26,남성,직장인,5,예,예,네,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트",늦게 자는 날에 푹 자고 싶어요,,,
11-29-2021 10:32:15,22,여성,학생,7,아니오,아니오,아니오,,,,,"시험기간, 시험기간 아니더라도 전날 늦게 잤을때",asmr 듣기
11-29-2021 10:32:59,22,여성,학생,8,아니오,아니오,아니오,,,,,"시험 기간, 시험기간 아니더라도 전날 늦게 잤을 때",asmr 듣기
11-29-2021 10:42:17,67,남성,직장인,7,아니오,아니오,아니오,,,,,11시,유투브 본다
11-29-2021 12:06:24,23,남성,학생,8,아니오,아니오,아니오,,,,,수험공부할때,핸드폰을 본다
11-29-2021 12:38:19,26,남성,취준생,9,아니오,아니오,아니오,,,,,다음날 아침에 일정이 있을때,인방을 틀어놓고 잔다
11-29-2021 13:03:30,20,여성,학생,6,예,예,아니오,,,,,시험 기간,asmr을 듣는다.
11-29-2021 13:26:40,23,여성,학생,6,예,예,네,Sleep as Android,"알람, 수면 모니터링",바쁠 때,올때까지 눈감고있기,,
11-29-2021 14:02:10,26,여성,시험 준비생,8,예,예,네,미밴드,"알람, 수면 모니터링",주말,카페인 섭취,,
11-29-2021 16:10:42,26,남성,프리랜서,10,아니오,아니오,아니오,,,,,일 끝나고 여자친구 만났을때,캡슐수면 카페에 가요
11-29-2021 17:55:52,12살,여성,학생,7,예,예,아니오,,,,,학교가는날,그냥 일어나서 할일을 한다
11-29-2021 18:06:16,25,여성,취준생,8,예,예,네,오토슬립,"수면 모니터링, 수면 분석 리포트",시험기간,Asmr듣거나 눈이 피곤해질때까지 핸드폰합니다,,
11-29-2021 18:55:57,24,남성,학생,9,아니오,아니오,네,필로우,"수면 모니터링, 코골이, 이갈이 등 녹음",시험기간,수면유도제,,
11-29-2021 19:29:03,20,여성,학생,9,예,예,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",시험 전 날 / 큰 이벤트 전날,아직 찾지 못함,,
11-29-2021 20:15:26,19,남성,학생,7,예,예,아니오,,,,,시험기간,샌다
11-29-2021 20:33:36,56,남성,프리랜서,10,예,아니오,아니오,,,,,월요일 아침,유튜브 감상
11-29-2021 20:49:06,23,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,커피를 마십니다
11-30-2021 1:14:51,30,여성,주부,7,아니오,아니오,아니오,,,,,"일찍 일어나야되는 날,행사있는 날",ASMR틀어놓고 자기
11-30-2021 13:26:06,29,남성,학생,7,예,아니오,아니오,,,,,평소,독서
11-30-2021 13:44:16,24,남성,학생,7,아니오,아니오,아니오,,,,,평상시,잠은 잘 자는 듯 하나 개운하지 않음
11-30-2021 17:23:18,23,여성,학생,5,아니오,아니오,아니오,,,,,시험기간,잘잠
11-30-2021 17:52:09,27,여성,직장인,7,아니오,아니오,아니오,,,,,운동 후,그냥 눈 감고 기다린다
11-30-2021 18:20:55,20,여성,학생,7,예,아니오,아니오,,,,,"시험 기간, 제때 자기 (밤에 잠을 잘 못 자서인지 낮잠을 계속 자서 문제인 사람입니다ㅠ)",핸드폰 보기
11-30-2021 18:24:51,만 22,남성,학생,8,예,예,아니오,,,,,늦게 잔 날,유튜브 수면사운드
11-30-2021 20:12:02,25,남성,사업가,8,아니오,아니오,아니오,,,,,"일하고 힘들때, 항상","유튜브 보다 잠들기,술 등등"
11-30-2021 20:28:32,21,여성,학생,3,아니오,아니오,아니오,,,,,시험기간,"노래를 듣는다, 유튜브를 본다"
11-30-2021 23:39:48,21,여성,학생,4,예,아니오,네,Sleepytime,알람,시험기간,,,
12-1-2021 13:36:06,24,남성,학생,8,예,아니오,네,슬립사이클,"알람, 수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",매일,술을 마십니다,,
12-1-2021 14:35:31,29,남성,사업가,6,예,아니오,네,필로우,"알람, 수면 모니터링",매일,심호흡,,
12-1-2021 14:51:44,26,남성,시험 준비생,7,아니오,아니오,아니오,,,,,"평소, 잠을 잘 못자면 하루종일 멍한 상태에요","낮잠도 잘 못자는 편이라, 별다른 해결법이 없습니다 ㅜ"
12-2-2021 13:55:53,10대,여성,학생,10,아니오,아니오,아니오,,,,,평소,핸드폰 보기
12-2-2021 16:43:25,24,남성,학생,10,아니오,아니오,네,필로우,"알람, 수면 모니터링, 수면 분석 리포트","낮시간때, 점심식사 이후",일을 하거나 공부를 해서 육체적으로 피곤하게 만듭니다.,,
12-3-2021 18:59:50,25,남성,학생,4,아니오,아니오,아니오,,,,,매일 밤,잠에 들때까지 기다린다. (최대 30분)
12-3-2021 21:09:39,64세,여성,주부,5,아니오,아니오,아니오,,,,,고민해결이나 너무 피곤할 때,음악을 듣는다
12-3-2021 21:47:14,22,여성,학생,8,예,예,아니오,,,,,시험기간이나 할 일이 몰릴 때,고농축 비타민을 먹거나 잠깐씩이라도 쪽잠을 자려고 합니다. 
12-4-2021 8:27:53,66,여성,주부,6,아니오,아니오,아니오,,,,,매일,눈감고누워있는다
12-4-2021 9:35:53,26,여성,학생,7,아니오,아니오,아니오,,,,,중요한 미팅이나 약속을 앞두고있을때,핸드폰을 보다가 자거나 아예 밤을 샌다
12-4-2021 11:36:46,63,여성,주부,6,아니오,아니오,아니오,,,,,밤에자꾸깬다,티비보기
12-4-2021 13:23:30,18,여성,학생,10,아니오,아니오,네,스노어랩,"코골이, 이갈이 등 녹음",다음 날 중요한 일이 있을 때,밤을 새운다,,
12-4-2021 13:54:06,22,남성,학생,7,아니오,아니오,아니오,,,,,주말,눈을 감고 명상하듯 점점 생각을 지웁니다
12-4-2021 19:52:00,21,여성,학생,8,아니오,아니오,아니오,,,,,평소 생활할때,"asmr이나 수면유도음악 듣기, 그냥 잠 올 때까지 눈 감고 있기"
12-4-2021 23:15:24,17,여성,학생,7,아니오,아니오,네,오토슬립,수면 모니터링,불면증,계속 눈감고 있기,,
12-5-2021 1:26:32,18,여성,학생,9,아니오,아니오,아니오,,,,,학교가기 전날,폰하기
12-5-2021 2:22:50,24,여성,학생,7,예,예,아니오,,,,,"바쁜일이 끝났을때, 밤새고난 후",따뜻한 물 먹고 휴대폰 보지 않기
12-5-2021 13:56:14,만 50세,남성,프리랜서,3,아니오,아니오,아니오,,,,,고민이 많아 잠이 오지 않을때,"그냥 뒤척이다 잠이 들거나, 스마트폰에서 수면 음악을 들음."
12-5-2021 23:35:28,21,여성,학생,4,아니오,아니오,아니오,,,,,시험 기간,휴대폰 하기
12-6-2021 2:02:59,25,여성,직장인,8,예,예,아니오,,,,,"시험기간, 스트레스 받을때 ",잠들때까지 누워있는다
12-6-2021 23:03:12,28,남성,시험 준비생,4,예,예,아니오,,,,,시험준비기간,그냥 계속 눈을 감고 있는다
12-7-2021 0:52:25,26,여성,직장인,5,아니오,아니오,네,슬립사이클,"코골이, 이갈이 등 녹음",3교대 후 ,억지로 누워있는다. 우튜브에서 숙면유도를 검색한다,,
12-7-2021 2:35:07,19세,여성,학생,7,아니오,아니오,네,모르겠어요,알람,평소,약먹기,,
12-7-2021 17:33:32,23,남성,학생,7,아니오,아니오,아니오,,,,,잠이안올때,수면유도제
12-7-2021 17:56:53,23,여성,학생,7,아니오,아니오,아니오,,,,,시험 기간,자려고 노력하거나 아님 영상을 본다
12-7-2021 17:58:32,230,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,그냥 눈 감고있기..
12-7-2021 18:38:04,20,여성,학생,8,예,예,네,아이폰 기본 수면 어플,"알람, 수면 분석 리포트","시험 기간, 운전 전날",유튜브,,
12-7-2021 19:35:30,24,남성,학생,2,예,예,아니오,,,,,"운동한날, 내일이 운동하는 날일때","수면 뇌파듣기, 자기최면걸기"
12-7-2021 20:44:39,25,남성,학생,10,아니오,아니오,아니오,,,,,시험기간,커피
12-7-2021 22:01:18,22,여성,학생,9,아니오,아니오,아니오,,,,,하루 밤 새고 난 뒤,그냥 밤을 샌다
12-7-2021 22:29:00,25,남성,학생,8,아니오,아니오,아니오,,,,,시험기간,나중에 몰아서 자기
12-7-2021 22:43:16,23,여성,학생,8,예,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트",매일밤,일단 폰 내리고 누워있는데 잠이 안와서 계속 폰을 보게된다. 악순환,,
12-7-2021 22:46:25,22,여성,학생,8,예,예,아니오,,,,,매일,그냥 피곤해도 늦게잔다
12-7-2021 22:57:01,31,여성,직장인,4,아니오,아니오,아니오,,,,,출근 전날,휴대폰 하기
12-7-2021 23:39:53,22,여성,학생,7,아니오,아니오,네,슬립모니터,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",스트레스 받을 때,책을 읽는다,,
12-7-2021 23:39:55,22,여성,학생,8,아니오,아니오,아니오,,,,,시험기간,핸드폰보기
12-8-2021 0:13:55,26,남성,사업가,3,아니오,아니오,아니오,,,,,다음 날 일찍 일어나야 할 때,음악을 30분 타이머 걸어놓고 눕는다
12-8-2021 0:18:54,24,여성,학생,8,예,아니오,아니오,,,,,실습기간,침대에 누워있기
12-8-2021 0:22:01,20,여성,학생,8,아니오,아니오,네,오토슬립,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음","시험기간에 특히, 평소에도.",Asmr,,
12-8-2021 0:31:57,21,여성,학생,6,아니오,아니오,네,슬립타운,수면 분석 리포트,항상,,,
12-8-2021 0:39:39,22,남성,학생,4,예,예,네,필로우,수면 모니터링,시험기간,강아지 상어목뼈먹는 영상 틀어놈,,
12-8-2021 0:43:49,25,남성,학생,10,아니오,아니오,아니오,,,,,약속,밤을 샌다
12-8-2021 0:58:41,23,남성,학생,8,아니오,아니오,아니오,,,,,항상...,의식적으로 아무생각안하기
12-8-2021 1:03:34,26,남성,학생,6,아니오,아니오,아니오,,,,,다음날 일찍 일어나야 할 때,눈을 감고 기다린다
12-8-2021 1:05:13,23,여성,학생,7,아니오,아니오,아니오,,,,,시험기간,그냥 조용히 자려고노력
12-8-2021 1:07:13,22,여성,학생,8,아니오,아니오,아니오,,,,,항상 잠은 필요합니다 ㅠㅠ,명상을 하고 있습니다 !
12-8-2021 1:31:21,24,남성,학생,10,예,예,아니오,,,,,"시험전날, 약속전날",스트레칭을 통해 이완
12-8-2021 1:35:49,23,여성,학생,8,아니오,아니오,네,슬립사이클,"수면 모니터링, 수면 분석 리포트, 수면 유도",평상시 밤에 꼭 자야할 때,누워서 유튜브를 보면 피로감이 생김asmr같은거 봄,,
12-8-2021 2:00:22,25세,여성,학생,8,아니오,아니오,네,Sleep Time (수면 주기 스마트 알람 시계),"알람, 수면 모니터링, 수면 분석 리포트",시험기간이나 다음날 중요한 시험이 있을 때,"유튜브로 ASMR을 듣거나 안대를 사용 (핸드폰 사용을 차단하기 위해서) 합니다. 가끔은 귀 지압을 하기도 하고, 자기 전에 스트레칭을 해주기도 합니다. 비타민 D도 챙겨먹고 되도록 오전에 커피를 마시려고 합니다. 정석 수면 자세가 아니라 제가 편한 자세를 취하기도 해요. 엎드려 잔다던가...ㅎㅎ 이렇게 해도 안 되면 해 뜨는 걸 보고 자요. 그 시간쯤 되면 알아서 잠이 오더라고요...",,
12-8-2021 2:02:22,2001년생 21살입니다.,여성,학생,8,예,예,아니오,,,,,밀린 과제 밤샘 중 쪽잠,커피마시기 산택하기
12-8-2021 2:04:03,28,여성,학생,8,예,아니오,아니오,,,,,월요일 아침전,478호흡
12-8-2021 2:09:03,24,남성,학생,3,예,예,아니오,,,,,"시험기간 짧은 낮잠, 새벽잠",Asmr듣기
12-8-2021 2:19:32,22,여성,학생,8,아니오,아니오,아니오,,,,,"시험기간이 끝난 후, 중요한 날 전날밤",제과제빵 영상을 본다
12-8-2021 2:21:15,20,여성,학생,9,아니오,아니오,네,슬립사이클,수면 유도,"시험 기간, 방학, 스트레스 받을 때",운동을 하거나 수면 유도 음악이나 ASMR을 들음,,
12-8-2021 3:08:08,23,여성,학생,8,아니오,아니오,아니오,,,,,"약속 잡힌 날, 시험 기간, 내일 아침 일정",다음날 에너지 드링크로 버팁니다
12-8-2021 3:20:20,23,남성,학생,5,아니오,아니오,아니오,,,,,늦게까지 잠을 못자 다음날의 생활리듬이 망가질때 ,나도모르게 잠들 때 까지 버티다가 잠들기
12-8-2021 3:39:10,24,여성,학생,8,아니오,아니오,아니오,,,,,밤에 자야할때,눈감고 노력하거나 다른일을함
12-8-2021 3:59:34,22,여성,학생,10,아니오,아니오,아니오,,,,,시험기간,유튜브 영상보며 피로하게 만들기
12-8-2021 4:43:42,20,여성,학생,8,예,예,네,슬립사이클,수면 분석 리포트,시험 기간,ASMR 듣기,,
12-8-2021 6:07:27,20,여성,학생,8,아니오,아니오,아니오,,,,,스트레스 받을 때,폰을 합니다
12-8-2021 8:03:16,22,여성,학생,2,아니오,아니오,아니오,,,,,평소 게임하고 난 뒤,졸릴 때까지 핸드폰으로 밤을 새운다
12-8-2021 8:47:58,21,여성,학생,2,아니오,아니오,네,슬립사이클,"수면 분석 리포트, 코골이, 이갈이 등 녹음","시험 기간, 아플 때","따뜻한 우유 마시기, 따뜻한 찜질팩 배 위에 올리기",,
12-8-2021 8:54:11,20,여성,학생,3,아니오,아니오,아니오,,,,,"시험기간, 아침시간","Asmr듣기, 그냥 눈 감고있기"
12-8-2021 9:37:36,23,여성,학생,9,아니오,아니오,네,잠 자는 시간 계산해주는 어플,수면 모니터링,프로젝트기간 시험기간 등,암막커튼사용,,
12-8-2021 9:40:01,23,여성,학생,3,예,아니오,아니오,,,,,시험기간,그냥 잠이 올때까지 유튜브를 본다
12-8-2021 9:58:05,23,여성,학생,8,아니오,아니오,네,아이폰 건강앱,"수면 모니터링, 수면 분석 리포트",지각을 경험할때,무작정 눈감기,,
12-8-2021 10:45:18,21,여성,학생,4,아니오,아니오,아니오,,,,,시험기간 짧게 자고도 개운했으면 좋겠습니다.,"1시간 30분 단위로 자면 좋다는 말을 들어 1:30, 3시간 이런식으로 짧게라도 자려고 합니다
그래도 피곤하면 밥먹고, 비타민을 먹습니다"
12-8-2021 10:56:49,22,여성,학생,9,아니오,아니오,아니오,,,,,머리아플때,그냥누워서있는다
12-8-2021 11:00:50,29,여성,학생,7,예,아니오,네,슬립사이클,수면 모니터링,"시험기간, 스트레스 받을 때",뜨거운물 샤워,,
12-8-2021 11:02:26,20,여성,학생,2,아니오,아니오,네,필로우,알람,항상 잠을 많이잔다. 스트레스를 받았을때 가장 잠이 필요하다,무한도전을 본다,,
12-8-2021 11:02:46,23,여성,학생,7,예,아니오,아니오,,,,,스트레스 받을 때,그냥 눈 감고 있기
12-8-2021 11:05:14,28,여성,학생,1,예,아니오,네,슬립사이클,"알람, 수면 분석 리포트",시험기간 질 높은 수면,몰아서 오랜 시간 수면,,
12-8-2021 11:06:13,22,여성,학생,7,아니오,아니오,네,슬립사이클,수면 유도,"시험기간, 몸이 안좋을 때",유튜브 음악을 틀어보거나 일어나서 책을 읽는다.,,
12-8-2021 11:09:17,최윤영,여성,학생,7,아니오,아니오,네,샤오미 밴드(지금은 잃어버려서 못씀),"알람, 수면 분석 리포트",매순간,잠은 잘 자는데 핸드폰 때문에. Asmr 영상 틀어놓음,,
12-8-2021 11:13:09,24,여성,학생,6,아니오,아니오,아니오,,,,,시험기간,양을 센다
12-8-2021 11:15:55,21,여성,학생,7,예,예,네,필로우,"수면 모니터링, 수면 분석 리포트",시험기간,낮잠,,
12-8-2021 11:23:55,26,남성,학생,7,아니오,아니오,아니오,,,,,요즘,올때까지 기다린다
12-8-2021 11:27:11,28,남성,직장인,8,예,예,아니오,,,,,중요한 회사 업무 전 날,"차를 마시고 책을 읽어요
전자기기를 최대한 멀리 해요"
12-8-2021 11:27:24,25,남성,학생,5,아니오,아니오,네,기억이 안나용,"수면 분석 리포트, 코골이, 이갈이 등 녹음",일찍 자야할 때,눈감고 누워있기,,
12-8-2021 11:29:37,27,여성,학생,8,예,아니오,네,Bettersleep,수면 유도,매일 밤 잘 자고 싶다,"계속 눈 감고 있지만 다른 생각이 들다가 어느 순간에 잠 든다.
핸드폰을 보거나 다른 것을 하면 오히려 잠이 안오고 차라리 공부처럼 지루한 것을 하면 금방 잠이 오는 경우가 있다. 하지만침대에서 몸을 일으키기 싫어 보통 눈 감고 있는다",,
12-8-2021 11:39:15,22,여성,학생,10,아니오,아니오,네,슬립사이클,"알람, 수면 모니터링",매순간? 잠은 항상 꾸준히 시간대를 정해서 자야 한다고 생각하는데 그게 잘 안 되어서,쪽잠을 잔다,,
12-8-2021 12:09:54,24,여성,시험 준비생,8,예,아니오,네,슬립워치,수면 분석 리포트,시험기간,수면유도제,,
12-8-2021 12:10:06,24,여성,학생,8,예,예,네,오토슬립,수면 모니터링,시험기간ㅠㅠㅠㅠㅠㅠ ,나중에 몰아서 잔다.,,
12-8-2021 12:15:01,26,남성,학생,2,아니오,아니오,아니오,,,,,수업 시간,아무것도 안하고 누워있기
12-8-2021 12:20:20,24,여성,학생,8,아니오,아니오,아니오,,,,,"항상(학교 다닐 때, 알바할 때)",잠이 올 때까지 기다리거나 유튜브 수면 영상 or 라디오 등을 틀어놓음
12-8-2021 12:23:45,22,여성,학생,10,아니오,아니오,아니오,,,,,시험 전날,자지 않는다
12-8-2021 12:29:13,24,여성,학생,8,아니오,아니오,네,슬립워치,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",시험기간,계속 누워있는다,,
12-8-2021 12:35:22,22,여성,시험 준비생,3,아니오,아니오,아니오,,,,,집중해서 졸지 않고 공부를 해야할 때,유튜브 시청
12-8-2021 12:40:06,22,여성,학생,7,아니오,아니오,아니오,,,,,시험기간..지금..,하루 잘못자고 담날 더일찍자려한다
12-8-2021 12:42:27,23,여성,취준생,7,아니오,아니오,아니오,,,,,평일 (수험생이라),몰아서잔다
12-8-2021 13:03:37,21,남성,학생,8,아니오,아니오,아니오,,,,,다음날 일찍 일어나야할때,잠 올때 까지 휴대폰
12-8-2021 13:07:47,20,여성,학생,5,아니오,아니오,네,슬립사이클,수면 모니터링,시험기간,눈 감고 있기,,
12-8-2021 13:08:16,35,남성,직장인,8,아니오,아니오,아니오,,,,,매일,우유먹는다
12-8-2021 13:08:46,20,여성,학생,8,아니오,아니오,네,슬립사이클,수면 분석 리포트,다음날 일찍 일어나야할때,명상음악듣기,,
12-8-2021 13:10:22,22,여성,학생,7,예,아니오,아니오,,,,,"시험기간, 아르바이트 가기 전날",잔잔한 유튜브 틀어놓고 잠들어요
12-8-2021 13:14:08,23,여성,학생,9,예,아니오,네,슬립 모니터,"수면 모니터링, 수면 분석 리포트",평소나 연주하기 전 ,음악감상,,
12-8-2021 13:15:53,24,여성,학생,7,아니오,아니오,아니오,,,,,평상시,해결 못 함
