날짜,리뷰,별점
"October 7, 2019","I have this app for about a month now. It's amazing! ! I travel a lot and there's always some type of noise, usually traffic. Closing windows unfortunately isn't an option for me. It has 18 choices, I have 3 favorites, the rain with thunder, a cabin with wood crackling and of course the woods. The best thing is that each choice allows for additional sounds. How amazing is that! Ever since, I've been sleeping like a baby! THANK YOU!!! I'd rant & rave about more but there's a character limit! 😉❤",5
"November 20, 2019","Simply Excellent, loads of different sounds to choose from as well. Currently I'm using the train, and the rain hitting the window simultaneously. Love it a brilliant soothing helpful app. Download now, and it's free as well. No ads either. Get a good nights sleep with this app, or simply close your eyes an relax for a while. I give this App. 10 out of 10. Personally For 8 hrs use it usually takes 25% of the battery",5
"August 26, 2019","This is by far the best ambient noise app I've used. What they have compared to all the others is the ability to mix multiple sounds at the same time AND control the volume of each ""noise"" independently of the others turned on. The sounds are much more realistic as well. I usually have to fall asleep with the TV on because I have to ""focus"" on something independently of what's going through my mind or I can't asleep. Adds and in app purchases aren't pop-up and don't ""nag"" you to buy etc..",5
"October 8, 2018","I love this app. If you have trouble sleeping this app is perfect to help you drift off to sleep. I love the huge selection of of arranged sounds with nice pictures to give you a better option & make it easier to get the idea of what the sound will be like. You can also choose any sounds you want to play together or separately. For example on cold nights now with the winter, the I use the ""Winter Cottage"" option with the distant sound of wind in the background & a calming crackling fire it's so relaxing just like the snow lodge on the pic. If your not sure choose the photo it shows that reflects your taste or mood. Amazing app. Thanks for making! :)",5
"August 15, 2021","Love the app, it's just what I needed, I recommend it to my friends. Keep up the great work Devs. I will continue to use this app until the cows come home, need I say more! UPDATE 2021.08.15 still using the app every night 👍👍",5
"January 16, 2022","Works very well. Some adds, but not too bad. I use it every night. Puts me to sleep!!",5
"October 4, 2019","Very relaxing and love the customizing sounds the app provides. Job well done! You came to me because an update to my phone prevented a competitors app from working. My wife and I used the app every night. The search was on, didn't think I could find an app to replace it. I was wrong. Sleep Sounds was a gift from God. Way better than the competitors app. Thank you!",5
"October 15, 2018",Cured my insomnia for $1. I'm not sure if I even needed to pay but they deserved the dollar for sure. I was going to pay $30 for a sound machine but this is way better. You can customize your sounds! I use the desert sound mixed with 80% peaceful background music and 25% frogs. It puts me to sleep within 15 minutes instead of 2 hours! 5 stars!!! Lots of options and customizing as well as being able to set a timer.,5
"January 1, 2019","Rather good but....I really like this app, the customisable sounds are really nicely done, but there's an irritating issue. These sounds are on a loop I guess and either when they end or start (not sure which) there's a half second of white noise. When you're trying to go to sleep you land up focussing on the white noise which keeps me awake! Can this be fixed? If so, 5 stars.",4
"December 4, 2018","I love this app! It helps me fall asleep and block out noises while studying without distracting myself with music. Sometimes I even listen while walking to class to relax or to ease my mind before a big exam. You can use the preset sounds or mix a variety of sounds to make your own, and you can even set a timer, so it will turn off automatically if you want to use it to fall asleep.",5
"September 10, 2021","I love the fact you can add and mix sounds. You can have a timer for the sound to go off, or just let it play continuously. It's an awesome app.",5
"February 23, 2019","I often have trouble falling asleep but since discovering this app I fall asleep faster and have a more relaxed & restorative sleep experience! I really like having the options of adding or subtracting the various sounds as well as the option of using the timer. I like that I can drift off to sleep in a rainforest, a cabin, in the woods or on the beach! I highly recommend this app , its so meditative and peaceful!",5
"December 3, 2019","I've had this app before and I absolutely loved it,couldn't sleep without it. Using it for about 3 or 4 years now.Tried others, but didn't like the instrumental music in the background. For me I found that to be too overstimulating for trying to fall asleep.Made my mind engage when I wanted it to do the opposite,lol. So this app was perfect for me. And I love that I can personalise the sound settings. I get my best sleep with this app, I love it so much.",5
"October 12, 2018","I really appreciate this app. I also like others say, enjoy the true natural sounds available and how you can add other sound elements to make it better for your own needs. I just tried a very well known ""sleep hypnosis"" app with a free 7 day trial and it did not do for me what Sleep Sounds has done. Thank you for a job well done!",5
"December 30, 2021",As a chronic insomniac with anxiety and panic attacks this app comes in great handy.,4
"August 29, 2019","The sounds are very realistic and I love that I can add other sounds and control the volume of every sound separately. Helps to drown out my husband's snoring & relax me at the same time. The only issue I have is that after turning it on at night, about a half hour later, it turns the sound off and then back on & it wakes me every time. If that was fixed, this would get 5 stars from me! Otherwise, great app!",4
"October 12, 2021","This app is fantastic, that's all I can say, highly recommend",5
"January 24, 2021",This is one of the most amazing nature apps that I have for sleeping! This nature sounds app puts me to sleep every night ! I'm usually asleep within the hour .I recommend it to everyone who has trouble sleeping .You can customize it to add sounds so you can combine the different sounds together. I enjoy the ocean with the rain on the window! Happy sleeping ! 💜,5
"April 24, 2020","As someone who is a sensitive sleeper and finds it hard to settle down at night, I found this app really helpful and have been using it for a few weeks now. However I was trying to sleep when all of a sudden the app was crashing. It disrupt my sleep as I listened to the rain audio since different intensities of rain started blasting through my earphones. The app clearly started bugging out. Apart from that I really do love using this app and hope the bug gets fixed soon!",3
"September 12, 2019",I use this app regularly and am about to introduce it to my kitten for the first time. He hates everything so his opinion is irrelevant. I'm already certain he hates it. I on the other hand love how I can add different sounds in and adjust the volume. The built in timer to turn itself is by far the best feature. My favourite app that doesn't result in news or food 👍,5
"January 13, 2019","This app is really nice. Very simple, and I love the sounds. One suggestion I'd like to make to the developer is to make the volume slider control ONLY the sound of the Sleep Sounds app. Sometimes, i want it to play lower than something else running in the background (usually Audible), but the app's volume slider changes the volume of both itself AND Audible. If you could fix this, it would be the perfect app.",5
"January 31, 2019",this app is amazing and I have told everyone about it. I fall asleep so quickly now. I love that its customizable and the sounds sound organic and are also volume controlled as you please. we use this though our bluetooth speaker and it's just lovely. there are so many combinations of sounds that you're really able to dial in what's relaxing for you! i promise you wont hate this. its lovely,5
"October 16, 2018","Outstanding! I love how you can mix different sounds together as you wish... like wind and rain..., creek water and crickets..., rain, thunder, and frogs..., etc. You can mix up to 8 different sounds and adjust each sound's volume independently. You can customize the premade sound selections. Just excellent! And the app is data free offline.",5
"April 4, 2019",I love it! my fan broke and I need that sound to get to sleep. Using the airplane sound mimics the fan amazingly well. Not only am I getting to sleep quicker I am staying asleep. And the timer selection!! Fantastic! Set it for 40 mins every night. Dont think it takes me anywhere near that time to fall asleep but it's nice to have the option. You can add different sounds like for rain you can add thunder. Great app! I LOVE IT!,5
"November 7, 2018","I have been under a lot of stress, and am in physical pain a lot as well, making sleep, very hard to come by much of the time. This app is so soothing, and allows me to free my thoughts, and relax, allowing sleep to come easier. Also the timer, and different app sounds, make for a perfect atmosphere to relax. Love, love, love, this app. I highly recommend it. Thank you so much. 💖😊",5
"October 21, 2021","Good app most of the time. There are times when it stops playing, but I have found this app to be more reliable than other sleep apps.",4
"October 14, 2019","I've tried a few other apps and wasn't happy. This app has soothing sounds, many great free options, does not turn off when my phone goes to Sleep Mode. Has a timer option too. I often have trouble staying asleep because my mind is racing or my husband's snoring. These sounds help to drown out everything else so I can relax.",5
"October 28, 2018","Best found so far, hands down! So many of these noise apps have a short duration/ repeat reel, all of which have a brief silence when starting anew. When trying to use a constant noise to help you sleep, the worst thing that can happen is for there to be an abrupt stop, no matter how brief. This one does not! And with the timer for it to go off, I can use it just for a short period or all night (which comes in handy for week days versus weekends where I live). Also, when it stops on the timer, it's not abrupt- it fades out. And the fact that you can overlap different sounds, and have each of them at different volumes/ intensities within the mix is so, so great. Kudos to those who created this. Clearly you have knowledge and experience if how to make this successful for people.",5
"October 26, 2019","It's very easy to use this app. You can mix various sounds (such as sounds of rain, crickets, piano, etc...). Very relaxing, cancels out most sounds when i have the app on, helped me a lot with sleeping. Great app, recomend it to anyone that has trouble sleeping or likes the sounds of nature, even when you have a very noisy house (kids, people that watch tv, etc...).",5
"March 1, 2019","I love this app so much! i cannot say how amazing this app is. I have 2 sons with autism and its always hard to get the to fall asleep. when I turn on the rainforest sounds or the cave, they are lulled right to sleep. I use it for myself as well and I am out within the first 20 mins of the winter cabin. lol. love it! 5 stars. ps: the timet feature is awesome! good job.",5
"July 2, 2019","This is a very well designed app. it has a simple and picturesque display. It allows you to customize your sleep sound by mixing in up to three more sounds and adjusting the volume of each one. My favorite is rain on window at 100% with 50% of wind, airplane, and rain. lots of other high quality relaxing sounds. The ads are not bothersome, the sounds are high quality, and looped perfectly. I've never heard anything but smooth sounds. This is an incredible app!",5
"January 6, 2019","Love it. Love it. Love it. I'm a lite sleeper & the smallest things wake me up, so the fact that there's no end time (will play non-stop) has helped me sleep better & also the fact hat you have sooo many options (background noise types) & I can customize it ALL to what I want (add animals, harp, piano, turn it up or down). Omg!!! LOVE this app. Thank you.",5
"October 1, 2020","Amazing experience with this app, as there are so many sounds and you can add more to the existing presets or you can make your own custom sound. Then you can set a time and it turns off the sound when the timer is up. There are also many sounds like: rain, rain on the window, the desert, a vintage train and white, brown and pink noise. Then you can add crickets and fire crackling and more. I have had many sleepful nights and I enjoy the app so much thanks.",5
"June 26, 2019","This app is perfection! I can choose a forest setting or a quite cave, then I can change the variety of sounds within the setting. If I want to hear an owl hooting in the distance while driving down a rainy highway with a campfire, the app would let me! Seriously, any combo. You can adjust each sounds individual volume as well. Too much cave drips? Turn it down. Too much lightning? Turn it down. It also gives you four soothing musical tones with that you can also add in. Another huge plus is you can adjust your time limit. I know I have zonked out after 10 minutes with this app, but I can set it for 1 hour, two hours, forever, or even my own custom one. Best. App. Ever!",5
"December 9, 2019","I'm enjoying all of the sound options. And I use the app nightly without fail. My husband also loves it. Very soothing, and I love the custom timer feature. The additional sounds, like the moving old fashioned train is amazing. I love travel by train. But my absolute favorite is rain/ thunder/wind. I highly recommend this app for winding down and before bed. I always rest well and feel refreshed in the morning 😊",5
"September 11, 2019",This app is the only way I can fall asleeep during my depressive episodes and bouts of anxiety. I love that you can set a timer for it to turn off on it's own. I love the manual choices you can add together and that each option has it's own volume control. I don't think I'd change anything other than being able to save and name several choices at a time. I DEFINITELY share this app with anyone who listens to me!,5
"September 8, 2021","I love all of the options, especially how you can make your own mix with the various calming sounds available.",5
"November 10, 2021","I have insomnia and its a special one It has these triggers th as t allow me to sleep my triggers are nature sounds, storys, I prefer rain and horror stories.",5
"February 10, 2021","Used to love this app, really love it. It worked so well but now I can't stand the very obnoxious long adverts in it. One wonders what kind of person would respond to such annoying adverts. I get that it is hard to monetise. But this attempt likely will reduce users to almost nothing. Will probably buy an actual device.",1
"December 13, 2019",If you cannot fall asleep good by yourself I highly suggest this app. There is a bunch of different soothing sounds and settings I can listen to something different every night of the week and trust that it will keepe relaxed and at ease. And it's great because there is also a timer so you can set the timer and not worry about it running all night long. 10/10 will probably never delete. I'll honestly most likely download it on my next phone too.,5
"December 11, 2018","Great app but really wish the app would rotate from portrait to landscape to enable tablet use or kickstand devices. This is truly meant for an upright phone. Add an update with rotation, more music and animal sounds and its a solid 5 star with my another purchase. I purchased this before on my old gmail and it really is a solid app for basic nature/meditation sfx. I love it but its a few improvements around the corner from being a home run. I will change to a 5 star if an update can fix these issues. Then ill definatly purchase ad free again. I will commend them for not making invasive ads which makes it easier to utilize free version. Entise me to buy paid version with those enhanced features.",4
"January 28, 2019",This is a great app. The only problem with ir is the developers haven't put a back button in the app pages to get back to the home screen & menu. Once you arrive at your first choice of sound there's no going back without closing the app or using the phones back button. I'm being fussy it's possible to get back to the menu & home screen but not from within the app OF course the add at the bottom of the page may be hiding a menu bar under it & the user just can't see it until the adds are paid to,3
"June 29, 2020","Really good! Helps me to get to sleep almost right away. Stops your mind from running on and worrying about everything. You listen to the sounds and you drift off to sleep. Gave 4 stars instead of 5 because of the advert. This advert is not really intrusive, it doesn't cut in on the sound like a radio does with adverts and the news. Ths sounds are continuous like a long piece of music with no end, no middle and doesn't start and stop, it just keeps moving. A lot of choice in the sounds.",4
"January 28, 2021","I really liked this app for getting to sleep at night. I used it every night as the ability to choose my own mix of sounds, to get sleep helpped relax me. Tonight I couldn't find it and noticed it had moved because of a update. Now they have introduced ads, unless you pay money. I have uninstalled can't afford to pay for a good night's sleep.",1
"December 19, 2018",The customisable section of this app is excellent. I haven't slept so well in weeks. I hope you keep adding and expanding to it. For this to be free makes it a must for anyone who needs help drifting off or relaxing. The choices you make keep playing after you suspend your phone and you can set a timer which is brilliant. You can pay 99p to get rid of the adds but they're not really intrusive. I'd happily pay 99p to get access to more content if you expanded the app. Thanks developers 👍🏻,5
"June 11, 2020","You have many sounds that will help you and your baby to fall and stay asleep. I like the selection of sounds, nature, transport, white noise. I am, however missing the sound of people chatting constantly and indistinguishably, like in a market or a cafe. Like that you can adapt and change the sounds according to your needs, wishes, desires, add or take away layers of sounds. Also like the timer, which should switch the app off in a desired timeframe, although I have had problems with this.",5
"January 13, 2022","this days are ma exams and because pf reading my mind just can't reast for a min soo thank you for inviting this app this is soo, much helpful for students 💫💫❤️🥀",5
"August 21, 2019",I use the custom sounds as I prefer them and have found that have found this app does what it says. It also plays in the background when other apps play media so it means I can play the music from here in the background while I also play my meditations and when they finish this continues to help me drift off to sleep. I love it.,5
"October 6, 2018","The description and reviews were persuasive. Compared to similar apps I've tried, I found this one's sounds oddly unsatisfying. Maybe it's how they were recorded, or the fidelity, but they didn't sound clear or realistic to me. To be fair, I'm a musician—so if you're not as particular about sound quality or realism, you may find this OK.",3
"November 17, 2019","Does exactly what I want it to do. Plenty of sound options but would love to see some household sounds. Used to use a sleep app that had sounds like a washer/dryer, ceiling fans, traffic, trains and even barking dogs and howling wolves and you could set how often they would bark/howl and let you set how often you'd hear thunder and such. Would love to see that in this app.",5
"May 30, 2020","When the other app I used to use went to a subscription service to give you all the sounds and left you with less than half if you didn't sub, this was the best alternative I used. The sounds are pretty crisp, and it's easy enough to navigate. I just wish one of the sounds available was windchimes! That'd make it perfect for me.",5
"January 16, 2020","Really good app because you can set a timer to help you drift off to sleep. There are plenty of soothing sounds to choose from including personalising the sound with other sounds included in the app. Which then allows you to create an orchestra of natural sounds. Easy to use, with no adds when you are offline. Really does stop a chattering mind and soothes you to sleep.",5
"July 16, 2020","Really good app, occasionally when I turn it on and set a timer for 60 minutes, it's still going when my alarm goes off hours later. I haven't figured out why. I still use it and really enjoy it though. Ability to mix sound levels and create new mixes is great. I really like the fact that there are no obvious ""audio cues"" that make it easy to tell when a clip has looped, I find those distracting because I start paying attention and just stay awake.",5
"November 25, 2018","Helps me fall asleep quickly in a noisy apartment. Has many choices; I like the rain best. You can even adjust other sounds, like the frequency of thunder. You can set a timer so it is not running all night. I've been so happy with this app. No need to buy a sound machine. Just let it play as you charge your phone by the bed.",5
"March 29, 2019","4 stars! it is very rare that I give 4 stars because I believe in leaving room for improvement, and of course I'm still leaving room, but wow! this app is seriously so good! it helps me fall asleep quickly and stay asleep. my only recommendation for the creators of this app is MORE OPTIONS! the fact that we can make a mix of our own, is fantastic but more sounds could mean better sleep!",4
"March 7, 2019","I may just be odd, but this doesn't quite work for me. I find the ""outdoors"" sounds, like the sea or the rainforest, rather unrelaxing (I don't sleep outdoors, after all) and the sound of rain against the window just makes me anxious. But then, I do live on a flood plain, so that could explain things. The harp music in combination with the winter cottage is probably the best one of the lot.",3
"January 5, 2019","I often lay awake for hours in bed, since it is a troublesome time for me right now. My brain is firing up late night, thinking about anything but sleep. Once I set my timer to 20 minutes in this app, though, I am never awake to hear it go quiet! Also, battery is still fresh in the morning :) Big thanks!",5
"May 31, 2019",I've been using Headspace sleep sounds for over a year and thought nothing free would be comparable. This might be better. You create your own sound. Once you start working with it (it's simple) you'll see how great it is to make the sound that you find most soothing and sleep-inducing. Bye Headspace.,5
"September 14, 2019","Helps me go to sleep easier and longer, doesnt kill my phone battery quickly either, especially since it has a timer that you can personally set if you want to so it'll just go off on its own. I personally like this app and use it just about every night. The only time I dont use it is when I fall asleep without my phone. So far its my favorite app on my phone.",5
"January 22, 2021","I am enjoying this app and am finding it quite useful. Not all the sounds are to my taste but there is enough of a variety for me to have some favorites. I really appreciate the customization features, especially brown noise and campfire. It's nice to drift off to sleep to the crackle of a fire with the snow coming down outside.",5
"August 20, 2019","Perfect! I only wish you could have more than 8 custom sounds, but I think that's because it starts to skip and sound staticky if you have too many. Anywho, I can't sleep without this, it's a life saver for sure. And it's great for helping kids sleep or take naps when you're on the road or just at someone else's house, anywhere they aren't used to napping/sleeping. Someday I hope they upgrade it to even more variety, different nature sounds, etc, but overall this is an excellent product. 👍🏼",5
"September 29, 2018",Soooooo good! It has beautiful accurate sounds of lovely calming things and I love how u can adjust them by adding different sounds and changing the volume. And it's super cool how u can make your own one! Totally recommend. What's rlly handy is u can listen to it off the app and with the phone off. If your trying to get to sleep u can keep it on for a certain amount of time and it will turn off for u so u can just drift into sleep! Love it and Thank U! 💗,5
"January 27, 2019","I love sleep sounds! exactly what I was looking for. I have struggled with needing background sound to sleep for years. I was falling asleep to the TV most nights, but woke up often and didn't always get a restful sleep. I've transitioned to the natural soothing sounds on this app and am now getting a full; restful night's sleep. I highly recommend this app.",5
"February 26, 2019","I listen mostly on the train and in the air. the white noise is so relaxing. sometimes I will also add the ""zen"" music option with the train. It's rhythmic and relaxing. I also like the nighttime sounds. I use it at night when it is cold because the calm night selection sounds like nighttime during the summer.",5
"January 19, 2020",I've tried so many different sleep apps with different levels of success. But this is the one I always come back to. I suffer with insomnia and nyctophobia so having a free app with so many sounds and options is a huge blessing. Being able to add and take away different noises as well as being able to adjust volumes individually is a great touch. Thank you for making my nights a little easier. The simplicity of it is what makes it so reliable.,5
"October 18, 2018",I love it! Never thought I would ever fall asleep or want to fall asleep to something like this but now I look forward to picking a sound and making it mine. I also like the shut off timer because I know I personally would wake up because it was on. Super easy to use and great selection of sounds and possible combinations.,5
"September 21, 2021",Love the ability to create my own combinations!,5
"October 11, 2018","Very simple to use and very effective high quality sounds. Easy to custom make sounds to your liking. Volume controls adjustable is a great feature. Timer included which is awesome. Only thing I'd like to see more of is more sound choices. Not a bad thing to have more than what it already has. Good selection as is though. Helps me on my toughest nights. Thankyou, keep up the good work.",5
"July 29, 2020","This app is perfect for getting the sounds you want to fall asleep to. I like to combine the rain on leaves sound with some music and bird call, and maybe some rustling reeds. Most importantly, you can set a timer to turn off the sounds automatically. The app is designed really well; simple, intuitive, and have thought of what you want from this kind of app. Even the ad at the start is quiet and not jarring. I'm impressed I can get all this in the unpaid version.",5
"February 27, 2019","My absolute favorite app!!! this has helped me sleep so much. I especially love that you can customize your own sounds, ans that there are musical elements you can use. with other noise apps ive found that they are flooded with ads, however this one isn't. i am in love with this app and cam realky see no way to improve it.",5
"November 5, 2018","Wow! Does it work ever...been suffering from Insomnia for decades now and even with medication it's difficult to fall asleep. I discovered this app, so I click on it to start it when I'm ready for bed and I'm usually ""out"" in less than 10 minutes. I'll have to ""tweak"" the settings a little bit to find the right combination of sounds and time...it can cause me to wake up when the timer goes off. Absolutely love this app. Genious! Wish I'd discovered it much sooner. Thanks.",5
"October 25, 2018",Sleep sounds is amazing. It can get me to sleep in like 5 minutes. What I really like about sleep sounds is that you can customize your own sleep sounds instead of using either refreshing rain or peaceful night. You can Also add different sounds. For me on peaceful night I took out the owl and campfire and traded them for crickets and frogs. Absolutley amazing.,5
"July 31, 2019","Although I cannot deny the fact that some of the options on this app are extremly relaxing, like the ocean setting, this app did have some major flaws. One of the flaws I noticed was the lack of settings, there was a huge lack of diversety so you ended up choosing somthing less than satisfactory. The next flaw I noticed was that it got repetitave with options like ""vintage rain"" or ""rain in a rainforest"" the idea was essentially the same.",3
"November 20, 2019",This app is a miracle maker. Whenever I'm stressed about something I turn to this app and it calms me down. The biggest advantage I would say is that you can customize the sounds - and this without having to pay. I've recommended it to some friends who had trouble falling asleep and the variety of sounds provided by this app helped them. It is so worthy to install Sleep Sounds!,5
"May 10, 2019","I love that you can mix and match the sounds the way you want at the volume that you want. Wind loud, soft creek, little sounds of thunder. Your choice. You can even switch to other apps, even other audio apps and it still keeps playing the sound. Love this app. Calms my anxiety.",5
"January 1, 2019","Very good at helping me get to sleep, especially if there is someone snoring nearby. I can just plug in and chill out. I also like using some of the more lively sounds to help me relax during the day without the threat of falling asleep. Excellent, especially as I have anxiety, this helps me relax a lot. My favourite app 😊",5
"September 19, 2020","Love it but I don't like the new version with ads and a membership subscription... The old version of the app was better. I love the relaxing nature sounds.. they sound really good and you could mix the sounds however you like. There are 4 relaxing sleep songs on here and they are very relaxing and calming, just wish there were more! I rate the original app 5 stars.. but I don't like the new version with ads.",5
"March 11, 2019","It's the best sound generator period... no loops, no skips, no glitches~very smooth. Want proof? Download it and listen to the crickets. That alone is all I would ever need~~it's really that good. Add in the rain and other generous number of sounds, the ability to set a timer, being able to mix sounds and each volume independently, etc. makes this (in my humble opinion - which I'm entitled to because I researched these for almost a month) the B E S T of the best of the best. Try it out!",5
"November 15, 2019","Calming sounds, great for sleeping, meditating, and reading. Can create custom sounds and adjust volume of each individual sound. Has a timer for sounds to shut off and the sounds gradually fade out, not just end abruptly. I would say this is about the best sleep sound app I have come across, no complaints at all.",5
"March 1, 2021","Used to work well. Now it's full of ads and interrupted sound. UGH! It will randomly stop playing and wake me up. So disappointing. Update to my update. Now the app crashes after certain number of hours and forces you to run another ad. Basically, it is trying to force the user into paying for a subscription. Not a good look. I've used this app for a handful of years now. It used to function perfectly. All I get now is interrupted sleep and annoyance.",1
"March 20, 2020","I don't usually bother to review apps, but honestly, I love this. I love how many options there are, what said options are, and how customizable everything is. Some people seem to be having issues with it stopping and starting, but I personally haven't (might be a phone age thing, mine is less than 6 no the old and this app runs well). Ads aren't annoying, just one before the sounds start and they won't randomly pop in later unless you change the sound, so I honestly don't mind them.",5
"October 16, 2019","I've been using Sleep Sounds to help ease me to sleep. I tend to have issues winding down & it works for me. I like it better than other sleep sounds apps because it's sounds clear realistic and the volume can be adjusted fairly high without being too loud, if needed; due to external interference. I'm sleeping better since I began using it.",5
"March 11, 2019","I love this app! I need some sort of noise when going to sleep and this app provides so many options of different soundscapes to lull you to sleep. I especially adore the custom made option, where you can mix and match all different kinds of soundscapes to create the best white noise. And always, it's free! Which makes the app even better.",5
"January 10, 2020","This app is truly the best free sound app for sleep. It helps me fall asleep every night and has for over a month now. Music doesn't cut off the audio from this app, so if I want some of my favorite classical music, I can have both play at once. This has helped me for at least two weeks of a given month. I use this constantly and it is by far my favorite sound app ever. If you're wondering whether to get this or not, do it!! You won't regret it. Listen to the 4.8 star rating!",5
"October 27, 2020","I love that you can add or subtract sounds from the main one; such as the ""rain on leaves"" I like to add wind and thunderstorm sounds, and it does sound like a mild rain storm is outside. It has different time limits for auto shutoff or no time limits at all and even keeps playing when my phone shuts off from lack of use!!! Helps get me to sleep and even helps keep me asleep since my brain is focused on these sounds and can ignore the household noises that could wake me up.",5
"December 5, 2018",I love this app. I love the fact that there is a timer to set and I usually set it at 30 minutes and I fall asleep way before it stops. I also appreciate the ability to change the different subsounds with each main sound and that you can control the volume. Every night is a different sound configuration to me and I enjoy finding what works for me or doesn't work for me.,5
"September 3, 2019","This is without a doubt my favorite sleep app. I' ve tried about 5 before, but I uninstalled them once I found this. I've recommended it to several insomniacs. I love how you can layer one of the 25+ sounds over the other, to make it personal. So many different options! The first night I used this, I slept 9 hours!",5
"September 4, 2019",This is the most amazing app I have!! Alot of different locations and sounds that you can add to create your own particular sound. Also customize all sounds at once and a easy timer to set. This really helps me to fall asleep so quickly and restful. I highly recommend this app you will not be disappointed!!! Give it a try...😴😴👍😊💤💕,5
"March 12, 2019",This app is exactly what i am looking for. It has many preset options to quickly chose from aswell as the ability to tweak those options and create your own custom combos. It is aesthetic pleasing and very easy to use. What little adds there are in the free version are small and non-obtrusive banners at the bottom of the screen creating no interruptions to the use of the app. I also enjoy the ability to set a timer for the length of time I want the noise to last. I highly recommend this product.,5
"October 8, 2018","Use this almost every night. Simple to use and great features and sounds. I rarely rate and review, let alone pay for an app, this app was an exception. You dont have to pay for it either, but they definitely deserve the $1, and it removes the ads(which arent even annoying at all)",5
"February 23, 2020","Used to love, love love this app so much until the update and now ads take up the whole screen and I am half asleep trying to X out of them to have my favorite sounds start playing. Please fix??? Please??? You have great sounds. Better than my Alexa. I downloaded another sleep sounds app today . . . Thanks! Update: Received a message to remove ads for $50.00. Really? $50? That's absurd. Sorry, no thanks.",2
"January 17, 2020",Love this! It helps me sleep every night. I have a very hard time sleeping and it relaxes me and before I know it I'm out. It has many different sounds and noises. U can add which eva ones u want to any of them. And adjust the sound level. And the best of all is the timer I can set. So I don't have to worry about it going all night or cutting off before I am asleep.,5
"October 28, 2020","Been using for years! Love that it's an app not a machine. I have separate personalized sounds for night and day, so I can play it wherever AND whenever I'm sleeping, cause it's right on my phone. And best part is, because I use it consistently for bed, as soon as it starts playing, my brain says.. Ok! Bedtime! And when I shut it off, my brain switches to waking mode! Love, love, love it!",5
"January 5, 2021","I LOVE this app. I use it every night. It's amazing! It barely ever shows ads, and if they are there it's a small banner at the bottom of the screen. Almost never plays video ads and if it does its always before the sleep sounds and never durring! When I say I use this every day I mean it. I used to use ambient sounds from Amazon, but now that I live some where where I don't have internet this app has saved my sleep",5
"January 5, 2019",love this app. I can increase or decrease the different types of sounds is great. I don't like birds and the fact that I can remove them is Absolutely fantastic! timer function is also greatly appreciated. the many base themes allows for changes so I don't get to use to any particular patterns which is when other similar apps start to fail working for me.,5
"January 15, 2019","I used to only be able to sleep well and quickly when it was raining outside, but I was able to near perfectly simulate what it sounds like outide my window when it rains. Love it! I sleep so much better, and the timer function is really handy so the sound doesn't keep me away from deep sleep.",5
"May 28, 2021","I just love this app. I suffer from chronic insomnia, and I can finally get some quality sleep. It has a nice choice of soothing sounds, and it's really great that you can set a timer as well. I especially love Winter Cottage, Peaceful Night and Ocean. You can also create your own mix, which is awesome. This app is a wonderful, natural way of getting a good night's sleep. Forget sleeping pills, install Sleep Sounds instead.",5
"March 5, 2020","Must have! I tend to have trouble sleeping and spend many sleepless nights searching for apps to solve my problem. But when I found this fantastic app, I created a play list of the perfect sounds that has kept me sleeping since I first downloaded it. Thank you to the developers of this app that really hears the voice of the sleepless and bestows a flawless app that I would recommend to anyone. This is a must have!",5
"June 13, 2020","Really nice app with a large variety of sound options to choose from, plus it's simple and easy to use. The app does randomly shut off, though that doesn't happen often. My second issue is that the app will continue to run even if the phone isn't being charged. I've had a few times where my phone died in the middle of the night because it stopped charging for some reason, but the app kept running. Would be nice to have an optional setting that auto closes the app if the phone stops charging.",3
"March 2, 2020","A great app to play before you sleep, i use it every night with headphones to block out sound and relax. The variety of sounds is great, not to mention the option to make a combination of them and adjust each of their volumes accordingly. You won't find a better noise machine app.",5
"August 16, 2019","A very nicely thought out sound generator. Customizable to generate soothing, relaxing, and reassuring sounds to lull one to sleep or calm anxiety, or to meditate to. A built-in timer controls duration, but it can also play indefinitely. A very useful tool. I might like a few more sounds available, or to be able to add my own favorite sounds, but overall a delightful app.",5
"August 19, 2020","I'm still using these sleep sound app. It doesn't have nearly as many sounds and sounds mixes as some of the other apps I've come to use. However i enjoy this one because the play-back loop is very hard to catch. Where in other apps that's one of my soul reason for installing. I hope that aren't done and plan to add sounds and upgrades, if so I'll keep it for a while",4
"January 7, 2020","Excellent App. I had bought a sound machine for my child's room but it was obnoxious sounds! I am so glad I downloaded this to my phone for traveling. I like how it can mix sounds and add or diminish a particular sound. Also, has great mixes already made that you can alter to your liking. I wish this one was available for apple products as I have an iPad I would like install this app on.",5
"November 18, 2019","I use this app every night as a white noise machine. The sounds seem very real and there is no discernible loop that I can tell. You can mix in various elements like crickets and rain drops. Really love this ap. UPDATE: ap suddenly blocked unless I ""agree"" to a very long and involved privacy policy and tos that I didn't have to agree to initially. This is a white noise generator, not Facebook. I agreed to the initial permissions. Why are we changing that up now all of a sudden?",2
"October 31, 2018","This app is new for me - but I've used it enough to vouche that it is just lovely. It is so refreshing to be able to customize everything! I just discovered that I can build my own 'song', and decided I had to write my FIRST EVER review. Keep up the good work guys, I hope you add some more options in the future!",5
